Stock Name,Basic industry,Index,Sector
RRKABEL,Cables - Electricals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
UNIVCABLES,Cables - Electricals,NA,Capital Goods
VMARCIND,Cables - Electricals,,
HSCL,Carbon Black,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
PCBL,Carbon Black,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
504786,Castings & Forgings,,
NITINCAST,Castings & Forgings,,
LGBFORGE,Castings & Forgings,,
OROSMITHS,Castings & Forgings,,
GUJARATPOLY,Castings & Forgings,,
MAGNAELQ,Castings & Forgings,,
CREATIVE,Castings & Forgings,NA,Information Technology
SAMRATPH,Castings & Forgings,,
AMIC,Castings & Forgings,,
SUPERIRON,Castings & Forgings,,
NEETUYOSHI,Castings & Forgings,,
SWASTIKA,Castings & Forgings,,
ABHAPOWER,Castings & Forgings,,
AIAENG,Castings & Forgings,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Metals & Mining
BALUFORGE,Castings & Forgings,NA,Capital Goods
GANGAFORGE,Castings & Forgings,NA,Metals & Mining
HAPPYFORGE,Castings & Forgings,NIFTY MICROCAP 250,Metals & Mining
HILTON,Castings & Forgings,NA,Metals & Mining
KALYANIFRG,Castings & Forgings,NA,Metals & Mining
NELCAST,Castings & Forgings,NA,Metals & Mining
PATTECH,Castings & Forgings,,
SCML,Castings & Forgings,,
SGIL,Castings & Forgings,NA,Metals & Mining
STEELCAS,Castings & Forgings,NA,Metals & Mining
TIRUPATIFL,Castings & Forgings,NA,Metals & Mining
ACC,Cement & Cement Products,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
AMBUJACEM,Cement & Cement Products,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
BIRLACORPN,Cement & Cement Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
DALBHARAT,Cement & Cement Products,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
DECCANCE,Cement & Cement Products,NA,Construction
GRASIM,Cement & Cement Products,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
HEIDELBERG,Cement & Cement Products,NIFTY MICROCAP 250,Construction
INDIACEM,Cement & Cement Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
JKCEMENT,Cement & Cement Products,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
JKLAKSHMI,Cement & Cement Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
JSWCEMENT,Cement & Cement Products,NA,Construction
KCP,Cement & Cement Products,NA,Construction
MANGLMCEM,Cement & Cement Products,NA,Construction
NCLIND,Cement & Cement Products,NA,Construction
NUVOCO,Cement & Cement Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
ORIENTCEM,Cement & Cement Products,NIFTY MICROCAP 250,Construction
PRSMJOHNSN,Cement & Cement Products,NA,Construction
RAMCOCEM,Cement & Cement Products,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
SAGCEM,Cement & Cement Products,NA,Construction
SANGHIIND,Cement & Cement Products,NIFTY MICROCAP 250,Construction
SAURASHCEM,Cement & Cement Products,NA,Construction
SHREDIGCEM,Cement & Cement Products,NA,Construction
SHREECEM,Cement & Cement Products,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
STARCEMENT,Cement & Cement Products,NIFTY MICROCAP 250,Construction
ULTRACEMCO,Cement & Cement Products,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
AMIC,Ceramics,,
AMIC,Ceramics,,
ASIANTILES,Ceramics,NA,Construction
EXXARO,Ceramics,NA,Construction
KAJARIACER,Ceramics,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY CONSUMER DURABLES",Construction
MURUDCERA,Ceramics,NA,Construction
NITCO,Ceramics,NA,Construction
ORIENTBELL,Ceramics,NA,Construction
REGENCERAM,Ceramics,NA,Construction
SOMANYCERA,Ceramics,NA,Construction
NTCIND,Cigarettes & Tobacco Products,,
RAGHUNAT,Cigarettes & Tobacco Products,,
ELITECON,Cigarettes & Tobacco Products,,
GODFRYPHLP,Cigarettes & Tobacco Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
SHANTHALA,Cigarettes & Tobacco Products,,
VSTIND,Cigarettes & Tobacco Products,NIFTY MICROCAP 250,FMCG
AFCONS,Civil Construction,NA,Construction
AHLUCONT,Civil Construction,NIFTY MICROCAP 250,Construction
CEMPRO,Civil Construction,NIFTY MICROCAP 250,Construction
DBL,Civil Construction,NIFTY MICROCAP 250,Construction
ENGINERSIN,Civil Construction,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Services
GRINFRA,Civil Construction,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
HGINFRA,Civil Construction,NIFTY MICROCAP 250,Construction
IRB,Civil Construction,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
IRCON,Civil Construction,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
ISGEC,Civil Construction,NIFTY MICROCAP 250,Capital Goods
KEC,Civil Construction,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
KNRCON,Civil Construction,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
KPIL,Civil Construction,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
LT,Civil Construction,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
MANINFRA,Civil Construction,NIFTY MICROCAP 250,Construction
NBCC,Civil Construction,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
NCC,Civil Construction,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
PNCINFRA,Civil Construction,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
POWERMECH,Civil Construction,NIFTY MICROCAP 250,Construction
RITES,Civil Construction,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
RVNL,Civil Construction,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
SHREMINVIT,Civil Construction,,
SWSOLAR,Civil Construction,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
TECHNOE,Civil Construction,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
WELENT,Civil Construction,NIFTY MICROCAP 250,Construction
513579,Coal,,
COALINDIA,Coal,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY","Oil, Gas & Consumable fuels"
SANDUMA,Coal,NIFTY MICROCAP 250,Metals & Mining
ASHOKLEY,Commercial Vehicles,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
ATULAUTO,Commercial Vehicles,NA,Auto
SMLISUZU,Commercial Vehicles,NA,Auto
TRANSPEK,Commodity Chemicals,,
506808,Commodity Chemicals,,
TANFACIND,Commodity Chemicals,,
TGVSL,Commodity Chemicals,,
BLUECLOUDS,Commodity Chemicals,,
VIKRAMTH,Commodity Chemicals,,
539195,Commodity Chemicals,,
AMNPLST,Commodity Chemicals,NA,Chemicals
ANDHRSUGAR,Commodity Chemicals,NA,Chemicals
CHEMFAB,Commodity Chemicals,NA,Chemicals
CHEMPLASTS,Commodity Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
DEEPAKFERT,Commodity Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
GHCL,Commodity Chemicals,NIFTY MICROCAP 250,Chemicals
GNFC,Commodity Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
GRAUWEIL,Commodity Chemicals,,
GUJALKALI,Commodity Chemicals,NIFTY MICROCAP 250,Chemicals
IGPL,Commodity Chemicals,NA,Chemicals
INDOBORAX,Commodity Chemicals,NA,Chemicals
JGCHEM,Commodity Chemicals,NA,Chemicals
OCCLLTD,Commodity Chemicals,NA,Chemicals
PRIMO,Commodity Chemicals,NA,Chemicals
SRF,Commodity Chemicals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
SRHHYPOLTD,Commodity Chemicals,NA,Chemicals
TATACHEM,Commodity Chemicals,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
TIRUMALCHM,Commodity Chemicals,NIFTY MICROCAP 250,Chemicals
