stock_name,symbol,industry,index,sector
Mallcom (India),MALLCOM,Other Industrial Products,NA,Capital Goods
Megatherm Indu.,MEGATHERM,Other Industrial Products,,
MIC Electronics,MICEL,Other Industrial Products,NA,Capital Goods
PTC Industries,PTCIL,Other Industrial Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Metals & Mining
Sahasra Electro.,SAHASRA,Other Industrial Products,,
Shubhshree Bio.,SHUBHSHREE,Other Industrial Products,,
Subros,SUBROS,Other Industrial Products,NIFTY MICROCAP 250,Auto
Tankup Engi.,TANKUP,Other Industrial Products,,
Vilas Transcore,VILAS,Other Industrial Products,,
Nettlinx,NETTLINX,Other Telecom Services,,
Steelman Telecom,543622,Other Telecom Services,,
Accord Synergy,ACCORD,Other Telecom Services,,
GTL,GTL,Other Telecom Services,NA,Telecommunication
Megasoft,MEGASOFT,Other Telecom Services,NA,Telecommunication
Railtel Corpn.,RAILTEL,Other Telecom Services,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
Route Mobile,ROUTE,Other Telecom Services,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Information Technology
STL Networks,STLNETWORK,Other Telecom Services,NA,Telecommunication
Uniinfo Telecom,UNIINFO,Other Telecom Services,NA,Telecommunication
Vivo Collaborat.,VIVO,Other Telecom Services,,
Aayush Art,AAYUSHBULL,Other Textile Products,,
Alok Industries,ALOKINDS,Other Textile Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
AYM Syntex,AYMSYNTEX,Other Textile Products,NA,Textiles
Bombay Dyeing,BOMDYEING,Other Textile Products,NIFTY MICROCAP 250,Textiles
Faze Three,FAZE3Q,Other Textile Products,NA,Consumer Durables
Filatex India,FILATEX,Other Textile Products,NA,Textiles
Ganesha Ecosphe.,GANECOS,Other Textile Products,NA,Textiles
Garware Tech.,GARFIBRES,Other Textile Products,NA,Textiles
Himatsing. Seide,HIMATSEIDE,Other Textile Products,NA,Textiles
Indo Count Inds.,ICIL,Other Textile Products,NIFTY MICROCAP 250,Textiles
Indo Rama Synth.,INDORAMA,Other Textile Products,NA,Textiles
Jindal Worldwide,JINDWORLD,Other Textile Products,NIFTY MICROCAP 250,Textiles
K P R Mill Ltd,KPRMILL,Other Textile Products,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Textiles
Nitin Spinners,NITINSPIN,Other Textile Products,NA,Textiles
Pashupati Cotsp.,PASHUPATI,Other Textile Products,NA,Textiles
Raj Rayon Inds.,RAJRILTD,Other Textile Products,NA,Textiles
Raymond Lifestyl,RAYMONDLSL,Other Textile Products,NA,Consumer Services
Sanathan Textile,SANATHAN,Other Textile Products,NA,Textiles
Sangam India,SANGAMIND,Other Textile Products,NA,Textiles
Siyaram Silk,SIYSIL,Other Textile Products,NA,Textiles
Sportking India,SPORTKING,Other Textile Products,NA,Textiles
Sumeet Industrie,SUMEETINDS,Other Textile Products,NA,Textiles
Trident,TRIDENT,Other Textile Products,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
Vardhman Textile,VTL,Other Textile Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
Welspun Living,WELSPUNLIV,Other Textile Products,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
Galaxy Cloud,BLUECLOUDS,Packaged Foods,,
Bambino Agro Ind,CIANAGRO,Packaged Foods,,
Lotus Chocolate,LOTUSCHO,Packaged Foods,,
Sampre Nutrition,SAMPRE,Packaged Foods,,
Sumuka Agro,CIANAGRO,Packaged Foods,,
Aayush Wellness,AAYUSHBULL,Packaged Foods,,
Mishtann Foods,MISHTANN,Packaged Foods,,
Tanvi Foods,ANJANIFOODS,Packaged Foods,,
Aveer Foods,AVEER,Packaged Foods,,
Chatha Foods,CHATHA,Packaged Foods,,
ADF Foods,ADFFOODS,Packaged Foods,NA,FMCG
Annapurna Swadi.,ANNAPURNA,Packaged Foods,,
Bombay Burmah,BBTC,Packaged Foods,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Mrs Bectors,BECTORFOOD,Packaged Foods,NIFTY MICROCAP 250,FMCG
Bikaji Foods,BIKAJI,Packaged Foods,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Britannia Inds.,BRITANNIA,Packaged Foods,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Prataap Snacks,DIAMONDYD,Packaged Foods,NA,FMCG
Euro India Fresh,EIFFL,Packaged Foods,NA,FMCG
Foods & Inns,FOODSIN,Packaged Foods,NA,FMCG
Ganesh Consumer,GANESHCP,Packaged Foods,NA,FMCG
Gopal Snacks,GOPAL,Packaged Foods,NIFTY MICROCAP 250,FMCG
Nestle India,NESTLEIND,Packaged Foods,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Palash Securi.,PALASHSECU,Packaged Foods,NA,Realty
Tasty Bite Eat.,TASTYBITE,Packaged Foods,NA,FMCG
Zydus Wellness,ZYDUSWELL,Packaged Foods,NIFTY MICROCAP 250,FMCG
Sh. Jagdamba Pol,SWADPOL,Packaging,,
Haldyn Glass,HALDYNGL,Packaging,,
Cropster Agro,CIANAGRO,Packaging,,
AGI Greenpac,AGI,Packaging,NIFTY MICROCAP 250,Capital Goods
Arrow Greentech,ARROWGREEN,Packaging,NA,Capital Goods
Shree TirupatiBa,BALAJEE,Packaging,NA,Capital Goods
B&B Triplewall,BBTCL,Packaging,NA,Capital Goods
Commerl. Synbags,COMSYN,Packaging,NA,Capital Goods
Cool Caps,COOLCAPS,Packaging,,
Cosmo First,COSMOFIRST,Packaging,NA,Capital Goods
EPL Ltd,EPL,Packaging,NIFTY MICROCAP 250,Capital Goods
Ester Industries,ESTER,Packaging,NA,Chemicals
Huhtamaki India,HUHTAMAKI,Packaging,NA,Capital Goods
Jindal Poly Film,JINDALPOLY,Packaging,NA,Capital Goods
Kanpur Plastipa.,KANPRPLA,Packaging,NA,Capital Goods
Mold-Tek Pack.,MOLDTKPAC,Packaging,NA,Capital Goods
Nahar Poly,NAHARPOLY,Packaging,NA,Chemicals
Oricon Enterpris,ORICONENT,Packaging,NA,Capital Goods
Polyplex Corpn,POLYPLEX,Packaging,NIFTY MICROCAP 250,Chemicals
Pyramid Technopl,PYRAMID,Packaging,NA,Chemicals
Sh. Rama Multi.,SHREERAMA,Packaging,NA,Capital Goods
TCPL Packaging,TCPLPACK,Packaging,NA,Capital Goods
TPL Plastech,TPLPLASTEH,Packaging,NA,Capital Goods
Uflex,UFLEX,Packaging,NA,Capital Goods
XPRO India,XPROINDIA,Packaging,NA,Chemicals
Retina Paints,RETINA,Paints,,
Akzo Nobel,AKZOINDIA,Paints,NA,Consumer Durables
Asian Paints,ASIANPAINT,Paints,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Durables
Berger Paints,BERGEPAINT,Paints,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Durables
Indigo Paints,INDIGOPNTS,Paints,NIFTY MICROCAP 250,Consumer Durables
Kamdhenu Venture,KAMOPAINTS,Paints,NA,Consumer Durables
Kansai Nerolac,KANSAINER,Paints,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Durables
Shalimar Paints,SHALPAINTS,Paints,NA,Consumer Durables
Siddhika Coatins,SIDDHIKA,Paints,,
Sirca Paints,SIRCA,Paints,NA,Consumer Durables
Nath Industries,NATHIND,Paper & Paper Products,,
S I Paper Mills,BINNYMILLS,Paper & Paper Products,,
Sh. Ajit Pulp,JAGAJITIND,Paper & Paper Products,,
S. V. J. Enterp.,543799,Paper & Paper Products,,
Aaradhya Dis.,AARADHYA,Paper & Paper Products,,
A B Real Estate,ABREL,Paper & Paper Products,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Forest Materials
Andhra Paper,ANDHRAPAP,Paper & Paper Products,NA,Forest Materials
Emami Paper,EMAMIPAP,Paper & Paper Products,NA,Forest Materials
Genus Paper & Bo,GENUSPAPER,Paper & Paper Products,NA,Forest Materials
JK Paper,JKPAPER,Paper & Paper Products,NIFTY MICROCAP 250,Forest Materials
Kuantum Papers,KUANTUM,Paper & Paper Products,NA,Forest Materials
Magnum Ventures,MAGNUM,Paper & Paper Products,NA,Forest Materials
Nikita Papers,NIKITA,Paper & Paper Products,,
N R Agarwal Inds,NRAIL,Paper & Paper Products,NA,Forest Materials
Orient Paper,ORIENTPPR,Paper & Paper Products,NA,Forest Materials
Pakka,PAKKA,Paper & Paper Products,NA,Forest Materials
Pudumjee Paper,PDMJEPAPER,Paper & Paper Products,NA,Forest Materials
Shree Rama News.,RAMANEWS,Paper & Paper Products,NA,Forest Materials
Ruchira Papers,RUCHIRA,Paper & Paper Products,NA,Forest Materials
Satia Industries,SATIA,Paper & Paper Products,NA,Forest Materials
Seshasayee Paper,SESHAPAPER,Paper & Paper Products,NA,Forest Materials
Shreyans Inds.,SHREYANIND,Paper & Paper Products,NA,Forest Materials
Star Paper Mills,STARPAPER,Paper & Paper Products,NA,Forest Materials
T N Newsprint,TNPL,Paper & Paper Products,NA,Forest Materials
West Coast Paper,WSTCSTPAPR,Paper & Paper Products,NIFTY MICROCAP 250,Forest Materials
Mercury EV-Tech,MERCURYEV,Passenger Cars & Utility Vehicles,,
Force Motors,FORCEMOT,Passenger Cars & Utility Vehicles,NIFTY MICROCAP 250,Auto
Hindustan Motors,HINDMOTORS,Passenger Cars & Utility Vehicles,NA,Auto
Hyundai Motor I,HYUNDAI,Passenger Cars & Utility Vehicles,NA,Auto
M & M,M&M,Passenger Cars & Utility Vehicles,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
Maruti Suzuki,MARUTI,Passenger Cars & Utility Vehicles,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
Olectra Greentec,OLECTRA,Passenger Cars & Utility Vehicles,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Auto
Tata Motors,TATAMOTORS,Passenger Cars & Utility Vehicles,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
Paramount Cosmet,507970,Personal Care,,
Ador Multi Prod.,MULTIBASE,Personal Care,,
Radix Industries,RADIXIND,Personal Care,,
Tiaan Consumer,540108,Personal Care,,
Novateor Resear.,NOVATEOR,Personal Care,,
Naturo Indiabull,NATURO,Personal Care,,
Aakaar Medical,AAKAAR,Personal Care,,
Anondita Medi.,ANONDITA,Personal Care,,
Bajaj Consumer,BAJAJCON,Personal Care,NIFTY MICROCAP 250,FMCG
Colgate-Palmoliv,COLPAL,Personal Care,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Cupid,CUPID,Personal Care,NA,FMCG
Dabur India,DABUR,Personal Care,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Emami,EMAMILTD,Personal Care,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",FMCG
Gillette India,GILLETTE,Personal Care,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Godrej Consumer,GODREJCP,Personal Care,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Honasa Consumer,HONASA,Personal Care,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
JHS Sven.Lab.,JHS,Personal Care,NA,FMCG
Macobs Technolo.,MACOBSTECH,Personal Care,,
Medistep Health.,MEDISTEP,Personal Care,,
P & G Hygiene,PGHH,Personal Care,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
Aimco Pesticides,AIMCOPEST,Pesticides & Agrochemicals,,
Ambey Laborator.,AMBEY,Pesticides & Agrochemicals,,
Aristo Bio-Tech,ARISTO,Pesticides & Agrochemicals,,
Astec Lifescienc,ASTEC,Pesticides & Agrochemicals,NA,Chemicals
Bayer Crop Sci.,BAYERCROP,Pesticides & Agrochemicals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Best Agrolife,BESTAGRO,Pesticides & Agrochemicals,NA,FMCG
Bhagiradha Chem.,BHAGCHEM,Pesticides & Agrochemicals,NA,Chemicals
Bharat Rasayan,BHARATRAS,Pesticides & Agrochemicals,NA,Chemicals
Crop Life Scienc,CLSL,Pesticides & Agrochemicals,,
Dhanuka Agritech,DHANUKA,Pesticides & Agrochemicals,NIFTY MICROCAP 250,Chemicals
Dharmaj Crop,DHARMAJ,Pesticides & Agrochemicals,NA,Chemicals
Heranba Inds,HERANBA,Pesticides & Agrochemicals,NA,Chemicals
Indogulf Cropsci,IGCL,Pesticides & Agrochemicals,NA,Chemicals
Insecticid.India,INSECTICID,Pesticides & Agrochemicals,NA,Chemicals
India Pesticides,IPL,Pesticides & Agrochemicals,NIFTY MICROCAP 250,Chemicals
Meghmani Organi.,MOL,Pesticides & Agrochemicals,NA,Chemicals
NACL Industries,NACLIND,Pesticides & Agrochemicals,NA,Chemicals
P I Industries,PIIND,Pesticides & Agrochemicals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Punjab Chemicals,PUNJABCHEM,Pesticides & Agrochemicals,NA,Chemicals
Rallis India,RALLIS,Pesticides & Agrochemicals,NIFTY MICROCAP 250,Chemicals
Sharda Cropchem,SHARDACROP,Pesticides & Agrochemicals,NA,Chemicals
Shivalik Rasayan,SHIVALIK,Pesticides & Agrochemicals,NA,Chemicals
Sikko Industries,SIKKO,Pesticides & Agrochemicals,NA,Chemicals
Sumitomo Chemi.,SUMICHEM,Pesticides & Agrochemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
UPL,UPL,Pesticides & Agrochemicals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Guj. Petrosynth.,506858,Petrochemicals,,
Indian Acrylics,INDIANACRY,Petrochemicals,,
Aadi Industries,AADIIND,Petrochemicals,,
Polylink Poly.,POLYLINK,Petrochemicals,,
Nexxus Petro,KGPETRO,Petrochemicals,,
Agarwal Indl.,AGARIND,Petrochemicals,NA,Chemicals
DCW,DCW,Petrochemicals,NA,Chemicals
Kothari Petroche,KOTHARIPET,Petrochemicals,NA,Chemicals
Manali Petrochem,MANALIPETC,Petrochemicals,NA,Chemicals
Neptune Pet.,NEPTUNE,Petrochemicals,,
Pasupati Acrylon,PASUPTAC,Petrochemicals,NA,Textiles
Rain Industries,RAIN,Petrochemicals,NIFTY MICROCAP 250,Chemicals
Rajputana Bio.,RAJPUTANA,Petrochemicals,,
Supreme Petroch.,SPLPETRO,Petrochemicals,NIFTY MICROCAP 250,Chemicals
Swan Corp,SWANCORP,Petrochemicals,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Textiles
T N Petro Prod.,TNPETRO,Petrochemicals,NA,Chemicals
Abbott India,ABBOTINDIA,Pharmaceuticals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Ajanta Pharma,AJANTPHARM,Pharmaceuticals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Alkem Lab,ALKEM,Pharmaceuticals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Astrazeneca Phar,ASTRAZEN,Pharmaceuticals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Healthcare
Aurobindo Pharma,AUROPHARMA,Pharmaceuticals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Biocon,BIOCON,Pharmaceuticals,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Cipla,CIPLA,Pharmaceuticals,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Cohance Life,COHANCE,Pharmaceuticals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Divi's Lab.,DIVISLAB,Pharmaceuticals,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Dr Reddy's Labs,DRREDDY,Pharmaceuticals,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Emcure Pharma,EMCURE,Pharmaceuticals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Healthcare
Gland Pharma,GLAND,Pharmaceuticals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Glaxosmi. Pharma,GLAXO,Pharmaceuticals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Glenmark Pharma.,GLENMARK,Pharmaceuticals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Ipca Labs.,IPCALAB,Pharmaceuticals,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
J B Chemicals &,JBCHEPHARM,Pharmaceuticals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Laurus Labs,LAURUSLABS,Pharmaceuticals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Lupin,LUPIN,Pharmaceuticals,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Mankind Pharma,MANKIND,Pharmaceuticals,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA,NIFTY MIDSMALL HEALTHCARE",Healthcare
Pfizer,PFIZER,Pharmaceuticals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Healthcare
Piramal Pharma,PPLPHARMA,Pharmaceuticals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
Sun Pharma.Inds.,SUNPHARMA,Pharmaceuticals,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Torrent Pharma.,TORNTPHARM,Pharmaceuticals,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Wockhardt,WOCKPHARMA,Pharmaceuticals,NIFTY MICROCAP 250,Healthcare
Zydus Lifesci.,ZYDUSLIFE,Pharmaceuticals,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY PHARMA",Healthcare
Entero Healthcar,ENTERO,Pharmacy Retail,NIFTY MICROCAP 250,Healthcare
Medplus Health,MEDPLUS,Pharmacy Retail,NIFTY MICROCAP 250,Healthcare
Kirl. Ferrous,KIRLFER,Pig Iron,,
Wim Plast,WIMPLAST,Plastic Products - Consumer,,
Prima Plastics,PRIMAPLA,Plastic Products - Consumer,,
Technopack Poly.,TECHNOPACK,Plastic Products - Consumer,,
Avro India,AVROIND,Plastic Products - Consumer,NA,Chemicals
Essen Speciality,ESFL,Plastic Products - Consumer,,
Nilkamal Ltd,NILKAMAL,Plastic Products - Consumer,NA,Chemicals
Niraj Ispat Ind.,NIRAJISPAT,Plastic Products - Consumer,NA,Textiles
Pearl Polymers,PEARLPOLY,Plastic Products - Consumer,NA,Capital Goods
Pil Italica Life,PILITA,Plastic Products - Consumer,NA,Consumer Durables
Safari Inds.,SAFARI,Plastic Products - Consumer,NIFTY MICROCAP 250,Consumer Durables
Tokyo Plast Intl,TOKYOPLAST,Plastic Products - Consumer,NA,Capital Goods
V I P Inds.,VIPIND,Plastic Products - Consumer,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Durables
Kisan Mouldings,KISAN,Plastic Products - Industrial,,
Captain Polyplas,536974,Plastic Products - Industrial,,
Dhabriya Poly.,DHABRIYA,Plastic Products - Industrial,,
Captain Pipes,CAPPIPES,Plastic Products - Industrial,,
Shish Industries,SHISHIND,Plastic Products - Industrial,,
Kaka Industries,KAKA,Plastic Products - Industrial,,
Apollo Pipes,APOLLOPIPE,Plastic Products - Industrial,NA,Construction
Astral,ASTRAL,Plastic Products - Industrial,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Construction
Finolex Inds.,FINPIPE,Plastic Products - Industrial,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Construction
Garware Hi Tech,GRWRHITECH,Plastic Products - Industrial,NIFTY MICROCAP 250,Chemicals
Jai Corp,JAICORPLTD,Plastic Products - Industrial,NIFTY MICROCAP 250,Capital Goods
Jain Irrigation,JISLJALEQS,Plastic Products - Industrial,NIFTY MICROCAP 250,Construction
Kingfa Science,KINGFA,Plastic Products - Industrial,NA,Chemicals
Kriti Industries,KRITI,Plastic Products - Industrial,NA,Construction
Polysil Irrigati,POLYSIL,Plastic Products - Industrial,,
Prakash Pipes,PPL,Plastic Products - Industrial,NA,Construction
Premier Polyfilm,PREMIERPOL,Plastic Products - Industrial,NA,Construction
Prince Pipes,PRINCEPIPE,Plastic Products - Industrial,NIFTY MICROCAP 250,Construction
Purv Flexi,PURVFLEXI,Plastic Products - Industrial,,
R M Drip & Sprin,RMDRIP,Plastic Products - Industrial,NA,Chemicals
Shaily Engineer.,SHAILY,Plastic Products - Industrial,NA,Chemicals
Supreme Inds.,SUPREMEIND,Plastic Products - Industrial,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Tainwala Chem.,TAINWALCHM,Plastic Products - Industrial,NA,Chemicals
Time Technoplast,TIMETECHNO,Plastic Products - Industrial,NIFTY MICROCAP 250,Chemicals
Shree Tirupati,TIRUPATI,Plastic Products - Industrial,,
Duroply Indust.,DUROPLY,Plywood Boards/ Laminates,,
Ecoboard Inds.,ECOBOAR,Plywood Boards/ Laminates,,
Adhata Global,SVGLOBAL,Plywood Boards/ Laminates,,
Archidply Decor,ADL,Plywood Boards/ Laminates,NA,Consumer Durables
Airo Lam,AIROLAM,Plywood Boards/ Laminates,NA,Forest Materials
Archidply Inds.,ARCHIDPLY,Plywood Boards/ Laminates,NA,Forest Materials
Century Plyboard,CENTURYPLY,Plywood Boards/ Laminates,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY CONSUMER DURABLES",Forest Materials
Greenlam Industr,GREENLAM,Plywood Boards/ Laminates,NA,Forest Materials
Greenpanel Inds.,GREENPANEL,Plywood Boards/ Laminates,NIFTY MICROCAP 250,Forest Materials
Greenply Industr,GREENPLY,Plywood Boards/ Laminates,NIFTY MICROCAP 250,Forest Materials
Lamosaic India,LAMOSAIC,Plywood Boards/ Laminates,,
Milton Industri.,MILTON,Plywood Boards/ Laminates,,
Rushil Decor,RUSHIL,Plywood Boards/ Laminates,NA,Forest Materials
Stylam Industrie,STYLAMIND,Plywood Boards/ Laminates,NIFTY MICROCAP 250,Construction
Sylvan Plyboard,SYLVANPLY,Plywood Boards/ Laminates,,
W I Plywoods,WIPL,Plywood Boards/ Laminates,NA,Forest Materials
Starlog Enterp.,STARLOG,Port & Port services,,
VMS Industries,533427,Port & Port services,,
Adani Ports,ADANIPORTS,Port & Port services,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
Allcargo Termi,ATL,Port & Port services,NA,Capital Goods
Guj Pipavav Port,GPPL,Port & Port services,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
JSW Infrast,JSWINFRA,Port & Port services,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
Anzen IYEP Trust,ANZEN,Power - Transmission,,
IndiGrid Trust,INDIGRID,Power - Transmission,,
Powergrid Infra.,PGINVIT,Power - Transmission,,
