stock_name,symbol,industry,company_id,status
Transrail Light,TRANSRAILL,Heavy Electrical Equipment,,failed
Triveni Turbine,TRITURBINE,Heavy Electrical Equipment,,failed
Volt.Transform.,VOLTAMP,Heavy Electrical Equipment,,failed
Indosolar,WAAREEINDO,Heavy Electrical Equipment,,failed
Kama Holdings,KAMAHOLD,Holding Company,,failed
Tamboli Industri,TAMBOLIIN,Holding Company,,failed
Nisus Finance,NISUS,Holding Company,,failed
Abans Financial,AFSL,Holding Company,,failed
Bajaj Finserv,BAJAJFINSV,Holding Company,,failed
Bajaj Holdings,BAJAJHLDNG,Holding Company,,failed
BF Investment,BFINVEST,Holding Company,,failed
BIL Vyapar,BILVYAPAR,Holding Company,,failed
Choice Intl.,CHOICEIN,Holding Company,,failed
Edelweiss.Fin.,EDELWEISS,Holding Company,,failed
GFL,GFLLIMITED,Holding Company,,failed
Yes Bank,YESBANK,Private Sector Bank,,failed
Bank of Baroda,BANKBARODA,Public Sector Bank,,failed
Bank of India,BANKINDIA,Public Sector Bank,,failed
Canara Bank,CANBK,Public Sector Bank,,failed
Central Bank,CENTRALBK,Public Sector Bank,,failed
Indian Bank,INDIANB,Public Sector Bank,,failed
I O B,IOB,Public Sector Bank,,failed
Bank of Maha,MAHABANK,Public Sector Bank,,failed
Punjab Natl.Bank,PNB,Public Sector Bank,,failed
Pun. & Sind Bank,PSB,Public Sector Bank,,failed
SBI,SBIN,Public Sector Bank,,failed
UCO Bank,UCOBANK,Public Sector Bank,,failed
Union Bank (I),UNIONBANK,Public Sector Bank,,failed
Jupiter Wagons,JWL,Railway Wagons,,failed
Titagarh Rail,TITAGARH,Railway Wagons,,failed
CARE Ratings,CARERATING,Ratings,,failed
ICRA,ICRA,Ratings,,failed
Brookfield India,BIRET,Real Estate Investment Trusts (REITs),,failed
Embassy Off.REIT,EMBASSY,Real Estate Investment Trusts (REITs),,failed
Mindspace Busine,MINDSPACE,Real Estate Investment Trusts (REITs),,failed
Nexus Select,NXST,Real Estate Investment Trusts (REITs),,failed
Shricon Indus.,ICON,Real Estate related services,,failed
Rap Corp,SHUKRAPHAR,Real Estate related services,,failed
Softsol India,ADCINDIA,Real Estate related services,,failed
Justo Realfin,JUSTO,Real Estate related services,,failed
Homesfy Realty,HOMESFY,Real Estate related services,,failed
Landmark Prop.,LPDC,Real Estate related services,,failed
P.E. Analytics,PROPEQUITY,Real Estate related services,,failed
Standard Inds.,SIL,Real Estate related services,,failed
Rajasthan Gases,RAJGASES,Refineries & Marketing,,failed
Real Eco-Energy,REALECO,Refineries & Marketing,,failed
Sanmit Infra,GHVINFRA,Refineries & Marketing,,failed
Omnipotent,OMNIPOTENT,Refineries & Marketing,,failed
Resgen,RESGEN,Refineries & Marketing,,failed
B P C L,BPCL,Refineries & Marketing,,failed
C P C L,CHENNPETRO,Refineries & Marketing,,failed
H P C L,HINDPETRO,Refineries & Marketing,,failed
I O C L,IOC,Refineries & Marketing,,failed
M R P L,MRPL,Refineries & Marketing,,failed
Reliance Industr,RELIANCE,Refineries & Marketing,,failed
Ajmera Realty,AJMERA,Residential,,failed
Anant Raj,ANANTRAJ,Residential,,failed
Brigade Enterpr.,BRIGADE,Residential,,failed
DLF,DLF,Residential,,failed
Embassy Develop,EMBDL,Residential,,failed
Ganesh Housing,GANESHHOU,Residential,,failed
Godrej Propert.,GODREJPROP,Residential,,failed
Hubtown,HUBTOWN,Residential,,failed
Kalpat.,KALPATARU,Residential,,failed
Lodha Developers,LODHA,Residential,,failed
Sri Lotus,LOTUSDEV,Residential,,failed
Mahindra Life.,MAHLIFE,Residential,,failed
Marathon Nextgen,MARATHON,Residential,,failed
Max Estates,MAXESTATES,Residential,,failed
Oberoi Realty,OBEROIRLTY,Residential,,failed
Phoenix Mills,PHOENIXLTD,Residential,,failed
Prestige Estates,PRESTIGE,Residential,,failed
Puravankara,PURVA,Residential,,failed
Raymond,RAYMOND,Residential,,failed
Raymond Realty,RAYMONDREL,Residential,,failed
Keystone Realtor,RUSTOMJEE,Residential,,failed
SignatureGlobal,SIGNATURE,Residential,,failed
Sobha,SOBHA,Residential,,failed
Sunteck Realty,SUNTECK,Residential,,failed
TARC Ltd,TARC,Residential,,failed
Gourmet Gateway,GOURMET,Restaurants,,failed
Pecos Hotels,ECOHOTELS,Restaurants,,failed
Vikram Kamats,VIKRAMTH,Restaurants,,failed
Spice LoungeFood,SPICEJET,Restaurants,,failed
Barbeque-Nation,BARBEQUE,Restaurants,,failed
Grill Splendour,BIRDYS,Restaurants,,failed
Coffee Day Enter,COFFEEDAY,Restaurants,,failed
Devyani Intl.,DEVYANI,Restaurants,,failed
Jubilant Food.,JUBLFOOD,Restaurants,,failed
Restaurant Brand,RBA,Restaurants,,failed
Sapphire Foods,SAPPHIRE,Restaurants,,failed
Speciality Rest.,SPECIALITY,Restaurants,,failed
Travel Food,TRAVELFOOD,Restaurants,,failed
Westlife Food,WESTLIFE,Restaurants,,failed
BF Utilities,BFUTILITIE,Road AssetsToll,,failed
Cube Highways,CUBEINVIT,Road AssetsToll,,failed
Gayatri Highways,GAYAHWS,Road AssetsToll,,failed
Highway Infra,HILINFRA,Road AssetsToll,,failed
Indus Inf. Trust,INDUSINVIT,Road AssetsToll,,failed
IRB InvIT Fund,IRBINVIT,Road AssetsToll,,failed
MEP Infrast.,MEP,Road AssetsToll,,failed
National High,NHIT,Road AssetsToll,,failed
Noida Tollbridg.,NOIDATOLL,Road AssetsToll,,failed
Roadstar Infra,ROADSTAR,Road AssetsToll,,failed
Vertis Infra.,VERTIS,Road AssetsToll,,failed
SER Industries,SERA,Road Transport,,failed
ABC India,ADCINDIA,Road Transport,,failed
Balurghat Tech,SHILCTECH,Road Transport,,failed
Coastal Roadways,STAL,Road Transport,,failed
Inter State Oil,PGFOILQ,Road Transport,,failed
Ecos (India),ECOSMOBLTY,Road Transport,,failed
Shree OSFM,SHREEOSFM,Road Transport,,failed
Voler Car,VOLERCAR,Road Transport,,failed
Wise Travel,WTICAB,Road Transport,,failed
Rishiroop,RISHIROOP,Rubber,,failed
Apcotex Industri,APCOTEXIND,Rubber,,failed
Elgi Rubber Co,ELGIRUBCO,Rubber,,failed
Gayatri Rubbers,GRCL,Rubber,,failed
GRP,GRPLTD,Rubber,,failed
Harri. Malayalam,HARRMALAYA,Rubber,,failed
Lead Reclaim,LRRPL,Rubber,,failed
Pentagon Rubber,PENTAGON,Rubber,,failed
Pix Transmission,PIXTRANS,Rubber,,failed
Rubfila Intl.,RUBFILA,Rubber,,failed
Sampann Utpadan,SAMPANN,Rubber,,failed
Tinna Rubber,TINNARUBR,Rubber,,failed
Cera Sanitary.,CERA,Sanitary Ware,,failed
Ganga Bath Fitt.,GANGABATH,Sanitary Ware,,failed
Hindware Home In,HINDWAREAP,Sanitary Ware,,failed
NCC Blue Water,BLUECLOUDS,Seafood,,failed
Shree Rama News.,RAMANEWS,Paper & Paper Products,,failed
Ruchira Papers,RUCHIRA,Paper & Paper Products,,failed
Satia Industries,SATIA,Paper & Paper Products,,failed
Seshasayee Paper,SESHAPAPER,Paper & Paper Products,,failed
Shreyans Inds.,SHREYANIND,Paper & Paper Products,,failed
Star Paper Mills,STARPAPER,Paper & Paper Products,,failed
T N Newsprint,TNPL,Paper & Paper Products,,failed
West Coast Paper,WSTCSTPAPR,Paper & Paper Products,,failed
Mercury EV-Tech,MERCURYEV,Passenger Cars & Utility Vehicles,,failed
Force Motors,FORCEMOT,Passenger Cars & Utility Vehicles,,failed
Hindustan Motors,HINDMOTORS,Passenger Cars & Utility Vehicles,,failed
Hyundai Motor I,HYUNDAI,Passenger Cars & Utility Vehicles,,failed
M & M,M&M,Passenger Cars & Utility Vehicles,,failed
Maruti Suzuki,MARUTI,Passenger Cars & Utility Vehicles,,failed
Olectra Greentec,OLECTRA,Passenger Cars & Utility Vehicles,,failed
Tata Motors,TATAMOTORS,Passenger Cars & Utility Vehicles,,failed
Ador Multi Prod.,MULTIBASE,Personal Care,,failed
Radix Industries,RADIXIND,Personal Care,,failed
Novateor Resear.,NOVATEOR,Personal Care,,failed
Naturo Indiabull,NATURO,Personal Care,,failed
Aakaar Medical,AAKAAR,Personal Care,,failed
Anondita Medi.,ANONDITA,Personal Care,,failed
Bajaj Consumer,BAJAJCON,Personal Care,,failed
Colgate-Palmoliv,COLPAL,Personal Care,,failed
Cupid,CUPID,Personal Care,,failed
Dabur India,DABUR,Personal Care,,failed
Emami,EMAMILTD,Personal Care,,failed
Gillette India,GILLETTE,Personal Care,,failed
Godrej Consumer,GODREJCP,Personal Care,,failed
Honasa Consumer,HONASA,Personal Care,,failed
JHS Sven.Lab.,JHS,Personal Care,,failed
Macobs Technolo.,MACOBSTECH,Personal Care,,failed
Medistep Health.,MEDISTEP,Personal Care,,failed
P & G Hygiene,PGHH,Personal Care,,failed
Aimco Pesticides,AIMCOPEST,Pesticides & Agrochemicals,,failed
Ambey Laborator.,AMBEY,Pesticides & Agrochemicals,,failed
Aristo Bio-Tech,ARISTO,Pesticides & Agrochemicals,,failed
Astec Lifescienc,ASTEC,Pesticides & Agrochemicals,,failed
Bayer Crop Sci.,BAYERCROP,Pesticides & Agrochemicals,,failed
Best Agrolife,BESTAGRO,Pesticides & Agrochemicals,,failed
Bhagiradha Chem.,BHAGCHEM,Pesticides & Agrochemicals,,failed
Bharat Rasayan,BHARATRAS,Pesticides & Agrochemicals,,failed
Crop Life Scienc,CLSL,Pesticides & Agrochemicals,,failed
Dhanuka Agritech,DHANUKA,Pesticides & Agrochemicals,,failed
Dharmaj Crop,DHARMAJ,Pesticides & Agrochemicals,,failed
Heranba Inds,HERANBA,Pesticides & Agrochemicals,,failed
Indogulf Cropsci,IGCL,Pesticides & Agrochemicals,,failed
Insecticid.India,INSECTICID,Pesticides & Agrochemicals,,failed
India Pesticides,IPL,Pesticides & Agrochemicals,,failed
Meghmani Organi.,MOL,Pesticides & Agrochemicals,,failed
NACL Industries,NACLIND,Pesticides & Agrochemicals,,failed
P I Industries,PIIND,Pesticides & Agrochemicals,,failed
Punjab Chemicals,PUNJABCHEM,Pesticides & Agrochemicals,,failed
Rallis India,RALLIS,Pesticides & Agrochemicals,,failed
Sharda Cropchem,SHARDACROP,Pesticides & Agrochemicals,,failed
Shivalik Rasayan,SHIVALIK,Pesticides & Agrochemicals,,failed
Sikko Industries,SIKKO,Pesticides & Agrochemicals,,failed
Sumitomo Chemi.,SUMICHEM,Pesticides & Agrochemicals,,failed
UPL,UPL,Pesticides & Agrochemicals,,failed
Indian Acrylics,INDIANACRY,Petrochemicals,,failed
Aadi Industries,AADIIND,Petrochemicals,,failed
Polylink Poly.,POLYLINK,Petrochemicals,,failed
Nexxus Petro,KGPETRO,Petrochemicals,,failed
Agarwal Indl.,AGARIND,Petrochemicals,,failed
DCW,DCW,Petrochemicals,,failed
Kothari Petroche,KOTHARIPET,Petrochemicals,,failed
Manali Petrochem,MANALIPETC,Petrochemicals,,failed
Neptune Pet.,NEPTUNE,Petrochemicals,,failed
Pasupati Acrylon,PASUPTAC,Petrochemicals,,failed
Rain Industries,RAIN,Petrochemicals,,failed
Rajputana Bio.,RAJPUTANA,Petrochemicals,,failed
Supreme Petroch.,SPLPETRO,Petrochemicals,,failed
Swan Corp,SWANCORP,Petrochemicals,,failed
T N Petro Prod.,TNPETRO,Petrochemicals,,failed
Abbott India,ABBOTINDIA,Pharmaceuticals,,failed
Ajanta Pharma,AJANTPHARM,Pharmaceuticals,,failed
Alkem Lab,ALKEM,Pharmaceuticals,,failed
Astrazeneca Phar,ASTRAZEN,Pharmaceuticals,,failed
Aurobindo Pharma,AUROPHARMA,Pharmaceuticals,,failed
Biocon,BIOCON,Pharmaceuticals,,failed
Cipla,CIPLA,Pharmaceuticals,,failed
Cohance Life,COHANCE,Pharmaceuticals,,failed
Divi's Lab.,DIVISLAB,Pharmaceuticals,,failed
Dr Reddy's Labs,DRREDDY,Pharmaceuticals,,failed
Emcure Pharma,EMCURE,Pharmaceuticals,,failed
Gland Pharma,GLAND,Pharmaceuticals,,failed
Glaxosmi. Pharma,GLAXO,Pharmaceuticals,,failed
Glenmark Pharma.,GLENMARK,Pharmaceuticals,,failed
Ipca Labs.,IPCALAB,Pharmaceuticals,,failed
J B Chemicals &,JBCHEPHARM,Pharmaceuticals,,failed
Laurus Labs,LAURUSLABS,Pharmaceuticals,,failed
Lupin,LUPIN,Pharmaceuticals,,failed
Mankind Pharma,MANKIND,Pharmaceuticals,,failed
Pfizer,PFIZER,Pharmaceuticals,,failed
Piramal Pharma,PPLPHARMA,Pharmaceuticals,,failed
Sun Pharma.Inds.,SUNPHARMA,Pharmaceuticals,,failed
Torrent Pharma.,TORNTPHARM,Pharmaceuticals,,failed
Wockhardt,WOCKPHARMA,Pharmaceuticals,,failed
Zydus Lifesci.,ZYDUSLIFE,Pharmaceuticals,,failed
Entero Healthcar,ENTERO,Pharmacy Retail,,failed
Medplus Health,MEDPLUS,Pharmacy Retail,,failed
Kirl. Ferrous,KIRLFER,Pig Iron,,failed
Wim Plast,WIMPLAST,Plastic Products - Consumer,,failed
Prima Plastics,PRIMAPLA,Plastic Products - Consumer,,failed
Technopack Poly.,TECHNOPACK,Plastic Products - Consumer,,failed
Avro India,AVROIND,Plastic Products - Consumer,,failed
Essen Speciality,ESFL,Plastic Products - Consumer,,failed
Nilkamal Ltd,NILKAMAL,Plastic Products - Consumer,,failed
Niraj Ispat Ind.,NIRAJISPAT,Plastic Products - Consumer,,failed
Pearl Polymers,PEARLPOLY,Plastic Products - Consumer,,failed
Pil Italica Life,PILITA,Plastic Products - Consumer,,failed
Safari Inds.,SAFARI,Plastic Products - Consumer,,failed
Tokyo Plast Intl,TOKYOPLAST,Plastic Products - Consumer,,failed
V I P Inds.,VIPIND,Plastic Products - Consumer,,failed
Kisan Mouldings,KISAN,Plastic Products - Industrial,,failed
Kore Digital,KDL,Telecom - Infrastructure,,failed
Rama Telecom,RTL,Telecom - Infrastructure,,failed
Sar Televenture,SARTELE,Telecom - Infrastructure,,failed
Suyog Telematics,SUYOG,Telecom - Infrastructure,,failed
Vindhya Telelink,VINDHYATEL,Telecom - Infrastructure,,failed
Intl. Travel Hse,MEHSECU,Tour,,failed
Yaan Enterprises,DHYAANITR,Tour,,failed
Sailani Tours N,SAILANI,Tour,,failed
Landmark Global,SVGLOBAL,Tour,,failed
BLS Internat.,BLS,Tour,,failed
DU Digital,DUGLOBAL,Tour,,failed
Easy Trip Plann.,EASEMYTRIP,Tour,,failed
I R C T C,IRCTC,Tour,,failed
Le Travenues,IXIGO,Tour,,failed
TBO Tek,TBOTEK,Tour,,failed
Thomas Cook (I),THOMASCOOK,Tour,,failed
TSC India,TSC,Tour,,failed
Winny Immigratio,WINNY,Tour,,failed
Yatra Online,YATRA,Tour,,failed
Escorts Kubota,ESCORTS,Tractors,,failed
Indo Farm Equip.,INDOFARM,Tractors,,failed
VST Till. Tract.,VSTTILLERS,Tractors,,failed
Veritas (India),VERITAS,Trading & Distributors,,failed
Riddhi Siddhi Gl,ACGL,Trading & Distributors,,failed
BN Agrochem,BNAGROCHEM,Trading & Distributors,,failed
Sicagen India,ADCINDIA,Trading & Distributors,,failed
Balgopal Commer.,BALGOPAL,Trading & Distributors,,failed
Polo Queen Ind.,POLOHOT,Trading & Distributors,,failed
Mehai Technology,MEHAI,Trading & Distributors,,failed
Parshva Enterpr.,PARSHVA,Trading & Distributors,,failed
Creative Newtech,CREATIVE,Trading & Distributors,,failed
HP Telecom,HPTL,Trading & Distributors,,failed
Kothari Products,KOTHARIPRO,Trading & Distributors,,failed
MMTC,MMTC,Trading & Distributors,,failed
MSTC,MSTCLTD,Trading & Distributors,,failed
Oswal Agro Mills,OSWALAGRO,Trading & Distributors,,failed
Redington,REDINGTON,Trading & Distributors,,failed
Sakuma Exports,SAKUMA,Trading & Distributors,,failed
Shiv Aum Steels,SHIVAUM,Trading & Distributors,,failed
Spacenet Enterpr,SPCENET,Trading & Distributors,,failed
S T C,STCINDIA,Trading & Distributors,,failed
Vikas Lifecare,VIKASLIFE,Trading & Distributors,,failed
Vintage Coffee,VINCOFE,Trading & Distributors,,failed
India Motor Part,IMPAL,Trading - Auto components,,failed
Jullundur Motor,JMA,Trading - Auto components,,failed
Mysore Petro,KGPETRO,Trading - Chemicals,,failed
Evexia Lifecare,EVEXIA,Trading - Chemicals,,failed
Laffans Petroch,LAFFANSQ,Trading - Chemicals,,failed
CHD Chemicals,CHDCHEM,Trading - Chemicals,,failed
Yash Chemex,YASHHV,Trading - Chemicals,,failed
Patron Exim,MKEXIM,Trading - Chemicals,,failed
Shiv Texchem,SHIVTEXCHEM,Trading - Chemicals,,failed
Citichem India,ADCINDIA,Trading - Chemicals,,failed
Dhariwalcorp,DHARIWAL,Trading - Chemicals,,failed
Shankar Lal Ram.,SRD,Trading - Chemicals,,failed
Uniphos Enter.,UNIENTER,Trading - Chemicals,,failed
Vinyl Chemicals,VINYLINDIA,Trading - Chemicals,,failed
Aegis Logistics,AEGISLOG,Trading - Gas,,failed
La Tim Metal & I,LATIMMETAL,Trading - Metals,,failed
Emergent Indust.,EMERGENT,Trading - Metals,,failed
ABans Enterprise,ABANSENT,Trading - Metals,,failed
RR Metalmakers,META,Trading - Metals,,failed
Ashoka Metcast,ASHOKAMET,Trading - Metals,,failed
BMW Ventures,BMWVENTLTD,Trading - Metals,,failed
Lloyds Enterpris,LLOYDSENT,Trading - Metals,,failed
Mangalam World.,MWL,Trading - Metals,,failed
Nupur Recyclers,NRL,Trading - Metals,,failed
SG Mart,SGMART,Trading - Metals,,failed
LS Industries,WELSPLSOL,Trading - Minerals,,failed
Starlineps Enter,VAPIENTER,Trading - Minerals,,failed
Adani Enterp.,ADANIENT,Trading - Minerals,,failed
Rajdarshan Inds,ARENTERP,Trading - Minerals,,failed
Sanblue Corp.,SANBLUE,Trading - Textile Products,,failed
Bhilwara Tech,SHILCTECH,Trading - Textile Products,,failed
Aarnav Fashions,AARNAV,Trading - Textile Products,,failed
Svarnim Trade Ud,BLUECLOUDS,Trading - Textile Products,,failed
Nivaka Fashions,NIVAKA,Trading - Textile Products,,failed
Anand Rayons,AANANDALAK,Trading - Textile Products,,failed
Vivaa Tradecom,VIVAA,Trading - Textile Products,,failed
Globale Tessile,GLOBALE,Trading - Textile Products,,failed
Heads UP Venture,HEADSUP,Trading - Textile Products,,failed
PDS,PDSL,Trading - Textile Products,,failed
SPL Industries,SPLIL,Trading - Textile Products,,failed
Blackbuck,BLACKBUCK,Transport Related Services,,failed
Kernex Microsys.,KERNEX,Transport Related Services,,failed
Cochin Malabar,COCHINM,Tyres & Rubber Products,,failed
Indag Rubber,INDAG,Tyres & Rubber Products,,failed
M M Rubber,KAMAHOLD,Tyres & Rubber Products,,failed
V R Woodart,GHVINFRA,Tyres & Rubber Products,,failed
Vamshi Rubber,VAMSHIRU,Tyres & Rubber Products,,failed
Dolfin Rubbers,DOLFIN,Tyres & Rubber Products,,failed
Apollo Tyres,APOLLOTYRE,Tyres & Rubber Products,,failed
Balkrishna Inds,BALKRISIND,Tyres & Rubber Products,,failed
CEAT,CEATLTD,Tyres & Rubber Products,,failed
Emerald Tyre,ETML,Tyres & Rubber Products,,failed
Goodyear India,GOODYEAR,Tyres & Rubber Products,,failed
Innovative Tyres,ITTL,Tyres & Rubber Products,,failed
JK Tyre & Indust,JKTYRE,Tyres & Rubber Products,,failed
Modi Rubber,MODIRUBBER,Tyres & Rubber Products,,failed
MRF,MRF,Tyres & Rubber Products,,failed
Tolins Tyres,TOLINS,Tyres & Rubber Products,,failed
TVS Srichakra,TVSSRICHAK,Tyres & Rubber Products,,failed
Viaz Tyres,VIAZ,Tyres & Rubber Products,,failed
Eco Recyc.,ELITECON,Waste Management,,failed
EP Biocomposites,VOEPL,Waste Management,,failed
Organic Recyclin,ORGANICREC,Waste Management,,failed
Gem Enviro,GEMENVIRO,Waste Management,,failed
VVIP Infratech,VVIPIL,Waste Management,,failed
Antony Waste han,AWHCL,Waste Management,,failed
Concord Enviro,CEWATER,Waste Management,,failed
Effwa Infra,EFFWA,Waste Management,,failed
EMS,EMSLIMITED,Waste Management,,failed
Hi-Green Carbon,HIGREEN,Waste Management,,failed
Namo eWaste,NAMOEWASTE,Waste Management,,failed
Race Eco,RACE,Waste Management,,failed
Urban Enviro,URBAN,Waste Management,,failed
Z-Tech (India),ZTECH,Waste Management,,failed
Apex Ecotech,APEXECO,Water Supply & Management,,failed
Denta Water,DENTA,Water Supply & Management,,failed
Enviro Infra,EIEL,Water Supply & Management,,failed
Felix Industries,FELIX,Water Supply & Management,,failed
ION Exchange,IONEXCHANG,Water Supply & Management,,failed
JITF Infra Logis,JITFINFRA,Water Supply & Management,,failed
Sattva Eng.,SATTVAENGG,Water Supply & Management,,failed
Va Tech Wabag,WABAG,Water Supply & Management,,failed
Adcounty Media.,ADCOUNTY,Web based media and service,,failed
OnMobile Global,ONMOBILE,Web based media and service,,failed
Pelatro,PELATRO,Web based media and service,,failed
Kaya Ltd,KAYA,Wellness,,failed
Lloyds Luxuries,LLOYDS,Wellness,,failed
Sizemasters Tech,SHILCTECH,Zinc,,failed
Hindustan Zinc,HINDZINC,Zinc,,failed
