stock_name,symbol,industry,url
South Ind.Bank,SOUTHBANK,Private Sector Bank,https://www.screener.in/company/SOUTHBANK/
T N Merc. Bank,TMB,Private Sector Bank,https://www.screener.in/company/TMB/
CSB Bank,CSBBANK,Private Sector Bank,https://www.screener.in/company/CSBBANK/
Karnataka Bank,KTKBANK,Private Sector Bank,https://www.screener.in/company/KTKBANK/
DCB Bank,DCBBANK,Private Sector Bank,https://www.screener.in/company/DCBBANK/
Dhanlaxmi Bank,DHANBANK,Private Sector Bank,https://www.screener.in/company/DHANBANK/
SBI,SBIN,Public Sector Bank,https://www.screener.in/company/SBIN/consolidated/
Bank of Baroda,BANKBARODA,Public Sector Bank,https://www.screener.in/company/BANKBARODA/consolidated/
Punjab Natl.Bank,PNB,Public Sector Bank,https://www.screener.in/company/PNB/consolidated/
Canara Bank,CANBK,Public Sector Bank,https://www.screener.in/company/CANBK/consolidated/
Union Bank (I),UNIONBANK,Public Sector Bank,https://www.screener.in/company/UNIONBANK/consolidated/
Indian Bank,INDIANB,Public Sector Bank,https://www.screener.in/company/INDIANB/consolidated/
I O B,IOB,Public Sector Bank,https://www.screener.in/company/IOB/
Bank of India,BANKINDIA,Public Sector Bank,https://www.screener.in/company/BANKINDIA/consolidated/
Bank of Maha,MAHABANK,Public Sector Bank,https://www.screener.in/company/MAHABANK/consolidated/
UCO Bank,UCOBANK,Public Sector Bank,https://www.screener.in/company/UCOBANK/
Central Bank,CENTRALBK,Public Sector Bank,https://www.screener.in/company/CENTRALBK/consolidated/
Pun. & Sind Bank,PSB,Public Sector Bank,https://www.screener.in/company/PSB/
Jupiter Wagons,JWL,Railway Wagons,https://www.screener.in/company/JWL/
Titagarh Rail,TITAGARH,Railway Wagons,https://www.screener.in/company/TITAGARH/consolidated/
ICRA,ICRA,Ratings,https://www.screener.in/company/ICRA/consolidated/
CARE Ratings,CARERATING,Ratings,https://www.screener.in/company/CARERATING/consolidated/
Embassy Off.REIT,EMBASSY,Real Estate Investment Trusts (REITs),https://www.screener.in/company/EMBASSY/consolidated/
Mindspace Busine,MINDSPACE,Real Estate Investment Trusts (REITs),https://www.screener.in/company/MINDSPACE/consolidated/
Nexus Select,NXST,Real Estate Investment Trusts (REITs),https://www.screener.in/company/NXST/consolidated/
Brookfield India,BIRET,Real Estate Investment Trusts (REITs),https://www.screener.in/company/BIRET/consolidated/
PropshareTitania,544462,Real Estate Investment Trusts (REITs),https://www.screener.in/company/544462/
Softsol India,532344,Real Estate related services,https://www.screener.in/company/532344/
Justo Realfin,544542,Real Estate related services,https://www.screener.in/company/544542/consolidated/
P.E. Analytics,PROPEQUITY,Real Estate related services,https://www.screener.in/company/PROPEQUITY/consolidated/
Standard Inds.,SIL,Real Estate related services,https://www.screener.in/company/SIL/consolidated/
Landmark Prop.,LPDC,Real Estate related services,https://www.screener.in/company/LPDC/
Homesfy Realty,HOMESFY,Real Estate related services,https://www.screener.in/company/HOMESFY/consolidated/
Rap Corp,531583,Real Estate related services,https://www.screener.in/company/531583/consolidated/
Shricon Indus.,508961,Real Estate related services,https://www.screener.in/company/508961/
Reliance Industr,RELIANCE,Refineries & Marketing,https://www.screener.in/company/RELIANCE/consolidated/
I O C L,IOC,Refineries & Marketing,https://www.screener.in/company/IOC/consolidated/
B P C L,BPCL,Refineries & Marketing,https://www.screener.in/company/BPCL/consolidated/
H P C L,HINDPETRO,Refineries & Marketing,https://www.screener.in/company/HINDPETRO/consolidated/
M R P L,MRPL,Refineries & Marketing,https://www.screener.in/company/MRPL/consolidated/
C P C L,CHENNPETRO,Refineries & Marketing,https://www.screener.in/company/CHENNPETRO/consolidated/
Rajasthan Gases,526873,Refineries & Marketing,https://www.screener.in/company/526873/
Resgen,543805,Refineries & Marketing,https://www.screener.in/company/543805/
Sanmit Infra,532435,Refineries & Marketing,https://www.screener.in/company/532435/
Cont. Petroleums,523232,Refineries & Marketing,https://www.screener.in/company/523232/
Real Eco-Energy,530053,Refineries & Marketing,https://www.screener.in/company/530053/
Omnipotent,543400,Refineries & Marketing,https://www.screener.in/company/543400/
DLF,DLF,"Residential, Commercial Projects",https://www.screener.in/company/DLF/consolidated/
Lodha Developers,LODHA,"Residential, Commercial Projects",https://www.screener.in/company/LODHA/consolidated/
Prestige Estates,PRESTIGE,"Residential, Commercial Projects",https://www.screener.in/company/PRESTIGE/consolidated/
Godrej Propert.,GODREJPROP,"Residential, Commercial Projects",https://www.screener.in/company/GODREJPROP/consolidated/
Oberoi Realty,OBEROIRLTY,"Residential, Commercial Projects",https://www.screener.in/company/OBEROIRLTY/consolidated/
Phoenix Mills,PHOENIXLTD,"Residential, Commercial Projects",https://www.screener.in/company/PHOENIXLTD/consolidated/
Anant Raj,ANANTRAJ,"Residential, Commercial Projects",https://www.screener.in/company/ANANTRAJ/consolidated/
Brigade Enterpr.,BRIGADE,"Residential, Commercial Projects",https://www.screener.in/company/BRIGADE/consolidated/
Sobha,SOBHA,"Residential, Commercial Projects",https://www.screener.in/company/SOBHA/consolidated/
SignatureGlobal,SIGNATURE,"Residential, Commercial Projects",https://www.screener.in/company/SIGNATURE/consolidated/
Embassy Develop,EMBDL,"Residential, Commercial Projects",https://www.screener.in/company/EMBDL/consolidated/
Sri Lotus,LOTUSDEV,"Residential, Commercial Projects",https://www.screener.in/company/LOTUSDEV/consolidated/
Max Estates,MAXESTATES,"Residential, Commercial Projects",https://www.screener.in/company/MAXESTATES/consolidated/
Mahindra Life.,MAHLIFE,"Residential, Commercial Projects",https://www.screener.in/company/MAHLIFE/consolidated/
Kalpat.,KALPATARU,"Residential, Commercial Projects",https://www.screener.in/company/KALPATARU/consolidated/
Keystone Realtor,RUSTOMJEE,"Residential, Commercial Projects",https://www.screener.in/company/RUSTOMJEE/consolidated/
Ganesh Housing,GANESHHOU,"Residential, Commercial Projects",https://www.screener.in/company/GANESHHOU/consolidated/
Sunteck Realty,SUNTECK,"Residential, Commercial Projects",https://www.screener.in/company/SUNTECK/consolidated/
Puravankara,PURVA,"Residential, Commercial Projects",https://www.screener.in/company/PURVA/consolidated/
TARC Ltd,TARC,"Residential, Commercial Projects",https://www.screener.in/company/TARC/consolidated/
Marathon Nextgen,MARATHON,"Residential, Commercial Projects",https://www.screener.in/company/MARATHON/consolidated/
Hubtown,HUBTOWN,"Residential, Commercial Projects",https://www.screener.in/company/HUBTOWN/consolidated/
Raymond Realty,RAYMONDREL,"Residential, Commercial Projects",https://www.screener.in/company/RAYMONDREL/consolidated/
Ajmera Realty,AJMERA,"Residential, Commercial Projects",https://www.screener.in/company/AJMERA/consolidated/
Raymond,RAYMOND,"Residential, Commercial Projects",https://www.screener.in/company/RAYMOND/consolidated/
Jubilant Food.,JUBLFOOD,Restaurants,https://www.screener.in/company/JUBLFOOD/consolidated/
Devyani Intl.,DEVYANI,Restaurants,https://www.screener.in/company/DEVYANI/consolidated/
Travel Food,TRAVELFOOD,Restaurants,https://www.screener.in/company/TRAVELFOOD/consolidated/
Westlife Food,WESTLIFE,Restaurants,https://www.screener.in/company/WESTLIFE/consolidated/
Sapphire Foods,SAPPHIRE,Restaurants,https://www.screener.in/company/SAPPHIRE/consolidated/
Restaurant Brand,RBA,Restaurants,https://www.screener.in/company/RBA/consolidated/
Spice LoungeFood,539895,Restaurants,https://www.screener.in/company/539895/consolidated/
Barbeque-Nation,BARBEQUE,Restaurants,https://www.screener.in/company/BARBEQUE/consolidated/
Coffee Day Enter,COFFEEDAY,Restaurants,https://www.screener.in/company/COFFEEDAY/consolidated/
Speciality Rest.,SPECIALITY,Restaurants,https://www.screener.in/company/SPECIALITY/
Gourmet Gateway,506134,Restaurants,https://www.screener.in/company/506134/consolidated/
Vikram Kamats,539659,Restaurants,https://www.screener.in/company/539659/consolidated/
Grill Splendour,BIRDYS,Restaurants,https://www.screener.in/company/BIRDYS/
Pecos Hotels,539273,Restaurants,https://www.screener.in/company/539273/
National High,NHIT,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/NHIT/consolidated/
Cube Highways,CUBEINVIT,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/CUBEINVIT/consolidated/
Vertis Infra.,VERTIS,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/VERTIS/consolidated/
Indus Inf. Trust,INDUSINVIT,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/INDUSINVIT/consolidated/
IRB InvIT Fund,IRBINVIT,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/IRBINVIT/consolidated/
BF Utilities,BFUTILITIE,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/BFUTILITIE/
Roadstar Infra,ROADSTAR,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/ROADSTAR/consolidated/
Highway Infra,HILINFRA,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/HILINFRA/
Gayatri Highways,GAYAHWS,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/GAYAHWS/consolidated/
Noida Tollbridg.,NOIDATOLL,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/NOIDATOLL/consolidated/
MEP Infrast.,MEP,"Road AssetsToll, Annuity, Hybrid-Annuity",https://www.screener.in/company/MEP/
Ecos (India),ECOSMOBLTY,Road Transport,https://www.screener.in/company/ECOSMOBLTY/
Wise Travel,WTICAB,Road Transport,https://www.screener.in/company/WTICAB/consolidated/
Voler Car,VOLERCAR,Road Transport,https://www.screener.in/company/VOLERCAR/
Shree OSFM,SHREEOSFM,Road Transport,https://www.screener.in/company/SHREEOSFM/
ABC India,520123,Road Transport,https://www.screener.in/company/520123/
SER Industries,507984,Road Transport,https://www.screener.in/company/507984/
Balurghat Tech,520127,Road Transport,https://www.screener.in/company/520127/
Frontline Corp.,532042,Road Transport,https://www.screener.in/company/532042/
Inter State Oil,530259,Road Transport,https://www.screener.in/company/530259/
Coastal Roadways,520131,Road Transport,https://www.screener.in/company/520131/
Mahasagar Travel,526795,Road Transport,https://www.screener.in/company/526795/
Pix Transmission,PIXTRANS,Rubber,https://www.screener.in/company/PIXTRANS/consolidated/
Apcotex Industri,APCOTEXIND,Rubber,https://www.screener.in/company/APCOTEXIND/
Tinna Rubber,TINNARUBR,Rubber,https://www.screener.in/company/TINNARUBR/consolidated/
GRP,GRPLTD,Rubber,https://www.screener.in/company/GRPLTD/consolidated/
Rubfila Intl.,RUBFILA,Rubber,https://www.screener.in/company/RUBFILA/
Harri. Malayalam,HARRMALAYA,Rubber,https://www.screener.in/company/HARRMALAYA/consolidated/
Elgi Rubber Co,ELGIRUBCO,Rubber,https://www.screener.in/company/ELGIRUBCO/consolidated/
Gayatri Rubbers,GRCL,Rubber,https://www.screener.in/company/GRCL/
Sampann Utpadan,SAMPANN,Rubber,https://www.screener.in/company/SAMPANN/
Rishiroop,526492,Rubber,https://www.screener.in/company/526492/
Lead Reclaim,LRRPL,Rubber,https://www.screener.in/company/LRRPL/
Pentagon Rubber,PENTAGON,Rubber,https://www.screener.in/company/PENTAGON/
Cera Sanitary.,CERA,Sanitary Ware,https://www.screener.in/company/CERA/
Hindware Home In,HINDWAREAP,Sanitary Ware,https://www.screener.in/company/HINDWAREAP/consolidated/
Ganga Bath Fitt.,GANGABATH,Sanitary Ware,https://www.screener.in/company/GANGABATH/
Apex Frozen Food,APEX,Seafood,https://www.screener.in/company/APEX/
Sharat Industrie,519397,Seafood,https://www.screener.in/company/519397/
Kings Infra,530215,Seafood,https://www.screener.in/company/530215/
Coastal Corporat,COASTCORP,Seafood,https://www.screener.in/company/COASTCORP/consolidated/
Waterbase,WATERBASE,Seafood,https://www.screener.in/company/WATERBASE/
Zeal Aqua,539963,Seafood,https://www.screener.in/company/539963/
Essex Marine,544475,Seafood,https://www.screener.in/company/544475/
NCC Blue Water,519506,Seafood,https://www.screener.in/company/519506/
Uniroyal Marine,526113,Seafood,https://www.screener.in/company/526113/
Mazagon Dock,MAZDOCK,Ship Building & Allied Services,https://www.screener.in/company/MAZDOCK/consolidated/
Cochin Shipyard,COCHINSHIP,Ship Building & Allied Services,https://www.screener.in/company/COCHINSHIP/
Swan Defence,SWANDEF,Ship Building & Allied Services,https://www.screener.in/company/SWANDEF/consolidated/
Laxmipati Engg,537669,Ship Building & Allied Services,https://www.screener.in/company/537669/
Hariyana Ship,526931,Ship Building & Allied Services,https://www.screener.in/company/526931/
GE Shipping Co,GESHIP,Shipping,https://www.screener.in/company/GESHIP/consolidated/
S C I,SCI,Shipping,https://www.screener.in/company/SCI/consolidated/
Shreeji Ship. Gl,SHREEJISPG,Shipping,https://www.screener.in/company/SHREEJISPG/consolidated/
SEAMEC Ltd,SEAMECLTD,Shipping,https://www.screener.in/company/SEAMECLTD/consolidated/
Essar Shipping,ESSARSHPNG,Shipping,https://www.screener.in/company/ESSARSHPNG/consolidated/
Transworld Shipp,TRANSWORLD,Shipping,https://www.screener.in/company/TRANSWORLD/consolidated/
ABS Marine,ABSMARINE,Shipping,https://www.screener.in/company/ABSMARINE/consolidated/
Global Offshore,501848,Shipping,https://www.screener.in/company/501848/consolidated/
Sadhav Shipping,SADHAV,Shipping,https://www.screener.in/company/SADHAV/
Chowgule Steam,501833,Shipping,https://www.screener.in/company/501833/
Arvind Port &,ARVINDPORT,Shipping,https://www.screener.in/company/ARVINDPORT/consolidated/
Shahi Shipping,526508,Shipping,https://www.screener.in/company/526508/
Datiware Mari.,519413,Shipping,https://www.screener.in/company/519413/
Oracle Fin.Serv.,OFSS,Software Products,https://www.screener.in/company/OFSS/consolidated/
Tanla Platforms,TANLA,Software Products,https://www.screener.in/company/TANLA/consolidated/
C.E. Info System,MAPMYINDIA,Software Products,https://www.screener.in/company/MAPMYINDIA/consolidated/
Technvision Ven.,501421,Software Products,https://www.screener.in/company/501421/consolidated/
Nucleus Soft.,NUCLEUS,Software Products,https://www.screener.in/company/NUCLEUS/consolidated/
Ramco Systems,RAMCOSYS,Software Products,https://www.screener.in/company/RAMCOSYS/consolidated/
Lucent Industrie,539682,Software Products,https://www.screener.in/company/539682/consolidated/
Quick Heal Tech,QUICKHEAL,Software Products,https://www.screener.in/company/QUICKHEAL/consolidated/
Unicommerce,UNIECOM,Software Products,https://www.screener.in/company/UNIECOM/consolidated/
Blue Cloud Soft.,539607,Software Products,https://www.screener.in/company/539607/consolidated/
Subex,SUBEXLTD,Software Products,https://www.screener.in/company/SUBEXLTD/consolidated/
IRIS Business,IRIS,Software Products,https://www.screener.in/company/IRIS/consolidated/
Avance Tech.,512149,Software Products,https://www.screener.in/company/512149/consolidated/
ABM Knowledge,531161,Software Products,https://www.screener.in/company/531161/
Ace Soft. Exp.,531525,Software Products,https://www.screener.in/company/531525/consolidated/
Virtual Galaxy,VGINFOTECH,Software Products,https://www.screener.in/company/VGINFOTECH/
Aion-Tech Soluti,GOLDTECH,Software Products,https://www.screener.in/company/GOLDTECH/consolidated/
Artificial Elect,526443,Software Products,https://www.screener.in/company/526443/
Virinchi,VIRINCHI,Software Products,https://www.screener.in/company/VIRINCHI/consolidated/
Silverline Tech,500389,Software Products,https://www.screener.in/company/500389/
Xelpmoc Design,XELPMOC,Software Products,https://www.screener.in/company/XELPMOC/consolidated/
Atishay,538713,Software Products,https://www.screener.in/company/538713/
Odyssey Tech.,530175,Software Products,https://www.screener.in/company/530175/
Trust Fintech,TRUST,Software Products,https://www.screener.in/company/TRUST/
BITS,526709,Software Products,https://www.screener.in/company/526709/consolidated/
Trent,TRENT,Speciality Retail,https://www.screener.in/company/TRENT/consolidated/
Vedant Fashions,MANYAVAR,Speciality Retail,https://www.screener.in/company/MANYAVAR/
A B Lifestyle,ABLBL,Speciality Retail,https://www.screener.in/company/ABLBL/consolidated/
Aditya Bir. Fas.,ABFRL,Speciality Retail,https://www.screener.in/company/ABFRL/consolidated/
V2 Retail,V2RETAIL,Speciality Retail,https://www.screener.in/company/V2RETAIL/consolidated/
Arvind Fashions.,ARVINDFASN,Speciality Retail,https://www.screener.in/company/ARVINDFASN/consolidated/
Aditya Vision,AVL,Speciality Retail,https://www.screener.in/company/AVL/
Go Fashion (I),GOCOLORS,Speciality Retail,https://www.screener.in/company/GOCOLORS/
City Pulse Multi,542727,Speciality Retail,https://www.screener.in/company/542727/
Baazar Style,STYLEBAAZA,Speciality Retail,https://www.screener.in/company/STYLEBAAZA/
Sai Silks,KALAMANDIR,Speciality Retail,https://www.screener.in/company/KALAMANDIR/
Credo Brands,MUFTI,Speciality Retail,https://www.screener.in/company/MUFTI/consolidated/
Brand Concepts,BCONCEPTS,Speciality Retail,https://www.screener.in/company/BCONCEPTS/
Shankara Build.,SHANKARA,Speciality Retail,https://www.screener.in/company/SHANKARA/consolidated/
Logica Infoway,543746,Speciality Retail,https://www.screener.in/company/543746/
Bhatia Communic.,540956,Speciality Retail,https://www.screener.in/company/540956/
Praxis Home,PRAXIS,Speciality Retail,https://www.screener.in/company/PRAXIS/
Umiya Mobile,544464,Speciality Retail,https://www.screener.in/company/544464/
Fonebox Retail,FONEBOX,Speciality Retail,https://www.screener.in/company/FONEBOX/
Cell Point,CELLPOINT,Speciality Retail,https://www.screener.in/company/CELLPOINT/
7NR Retail Ltd,540615,Speciality Retail,https://www.screener.in/company/540615/
Raconteur Global,541703,Speciality Retail,https://www.screener.in/company/541703/
Mafia Trends,543613,Speciality Retail,https://www.screener.in/company/543613/
Pidilite Inds.,PIDILITIND,Specialty Chemicals,https://www.screener.in/company/PIDILITIND/consolidated/
Gujarat Fluoroch,FLUOROCHEM,Specialty Chemicals,https://www.screener.in/company/FLUOROCHEM/consolidated/
Deepak Nitrite,DEEPAKNTR,Specialty Chemicals,https://www.screener.in/company/DEEPAKNTR/consolidated/
Navin Fluo.Intl.,NAVINFLUOR,Specialty Chemicals,https://www.screener.in/company/NAVINFLUOR/consolidated/
BASF India,BASF,Specialty Chemicals,https://www.screener.in/company/BASF/
Atul,ATUL,Specialty Chemicals,https://www.screener.in/company/ATUL/consolidated/
Vinati Organics,VINATIORGA,Specialty Chemicals,https://www.screener.in/company/VINATIORGA/
Fine Organic,FINEORG,Specialty Chemicals,https://www.screener.in/company/FINEORG/consolidated/
Aarti Industries,AARTIIND,Specialty Chemicals,https://www.screener.in/company/AARTIIND/consolidated/
Anupam Rasayan,ANURAS,Specialty Chemicals,https://www.screener.in/company/ANURAS/consolidated/
Clean Science,CLEAN,Specialty Chemicals,https://www.screener.in/company/CLEAN/
Jubilant Ingrev.,JUBLINGREA,Specialty Chemicals,https://www.screener.in/company/JUBLINGREA/consolidated/
Aether Industri.,AETHER,Specialty Chemicals,https://www.screener.in/company/AETHER/
Alkyl Amines,ALKYLAMINE,Specialty Chemicals,https://www.screener.in/company/ALKYLAMINE/
Privi Speci.,PRIVISCL,Specialty Chemicals,https://www.screener.in/company/PRIVISCL/consolidated/
Archean Chemical,ACI,Specialty Chemicals,https://www.screener.in/company/ACI/consolidated/
Elantas Beck,500123,Specialty Chemicals,https://www.screener.in/company/500123/
Galaxy Surfact.,GALAXYSURF,Specialty Chemicals,https://www.screener.in/company/GALAXYSURF/consolidated/
Epigral,EPIGRAL,Specialty Chemicals,https://www.screener.in/company/EPIGRAL/
Laxmi Organic,LXCHEM,Specialty Chemicals,https://www.screener.in/company/LXCHEM/consolidated/
Balaji Amines,BALAMINES,Specialty Chemicals,https://www.screener.in/company/BALAMINES/consolidated/
Styrenix Perfor.,STYRENIX,Specialty Chemicals,https://www.screener.in/company/STYRENIX/consolidated/
Neogen Chemicals,NEOGEN,Specialty Chemicals,https://www.screener.in/company/NEOGEN/consolidated/
Camlin Fine,CAMLINFINE,Specialty Chemicals,https://www.screener.in/company/CAMLINFINE/consolidated/
DDev Plastiks,DDEVPLSTIK,Specialty Chemicals,https://www.screener.in/company/DDEVPLSTIK/
KIOCL,KIOCL,Sponge Iron,https://www.screener.in/company/KIOCL/
Vraj Iron,VRAJ,Sponge Iron,https://www.screener.in/company/VRAJ/consolidated/
Chaman Metallics,CMNL,Sponge Iron,https://www.screener.in/company/CMNL/
S.A.L Steel,SALSTEEL,Sponge Iron,https://www.screener.in/company/SALSTEEL/
Vaswani Industri,VASWANI,Sponge Iron,https://www.screener.in/company/VASWANI/
Shri Hare-Krish.,SHKSIL,Sponge Iron,https://www.screener.in/company/SHKSIL/
Bihar Sponge,500058,Sponge Iron,https://www.screener.in/company/500058/
Doms Industries,DOMS,Stationary,https://www.screener.in/company/DOMS/consolidated/
Flair Writing,FLAIR,Stationary,https://www.screener.in/company/FLAIR/
Kokuyo Camlin,KOKUYOCMLN,Stationary,https://www.screener.in/company/KOKUYOCMLN/
Linc,LINC,Stationary,https://www.screener.in/company/LINC/
Sundaram Multi.,SUNDARAM,Stationary,https://www.screener.in/company/SUNDARAM/
Alkosign,543453,Stationary,https://www.screener.in/company/543453/
Gala Global,539228,Stationary,https://www.screener.in/company/539228/
Vasa Retail,VASA,Stationary,https://www.screener.in/company/VASA/
Motil.Oswal.Fin.,MOTILALOFS,Stockbroking & Allied,https://www.screener.in/company/MOTILALOFS/consolidated/
360 ONE,360ONE,Stockbroking & Allied,https://www.screener.in/company/360ONE/consolidated/
Nuvama Wealth,NUVAMA,Stockbroking & Allied,https://www.screener.in/company/NUVAMA/consolidated/
Angel One,ANGELONE,Stockbroking & Allied,https://www.screener.in/company/ANGELONE/consolidated/
IIFL Capital,IIFLCAPS,Stockbroking & Allied,https://www.screener.in/company/IIFLCAPS/consolidated/
Indo Thai Sec.,INDOTHAI,Stockbroking & Allied,https://www.screener.in/company/INDOTHAI/consolidated/
Share India Sec.,SHAREINDIA,Stockbroking & Allied,https://www.screener.in/company/SHAREINDIA/consolidated/
Anand Rathi Shar,ARSSBL,Stockbroking & Allied,https://www.screener.in/company/ARSSBL/
Monarch Networth,MONARCH,Stockbroking & Allied,https://www.screener.in/company/MONARCH/consolidated/
Geojit Fin. Ser.,GEOJITFSL,Stockbroking & Allied,https://www.screener.in/company/GEOJITFSL/consolidated/
Systematix Corp.,526506,Stockbroking & Allied,https://www.screener.in/company/526506/consolidated/
Master Trust,MASTERTR,Stockbroking & Allied,https://www.screener.in/company/MASTERTR/consolidated/
Dam Capital Advi,DAMCAPITAL,Stockbroking & Allied,https://www.screener.in/company/DAMCAPITAL/consolidated/
SMC Global Sec.,SMCGLOBAL,Stockbroking & Allied,https://www.screener.in/company/SMCGLOBAL/consolidated/
Dolat Algotech,DOLATALGO,Stockbroking & Allied,https://www.screener.in/company/DOLATALGO/consolidated/
Arihant Capital,ARIHANTCAP,Stockbroking & Allied,https://www.screener.in/company/ARIHANTCAP/consolidated/
5paisa Capital,5PAISA,Stockbroking & Allied,https://www.screener.in/company/5PAISA/
Adit.Birla Money,BIRLAMONEY,Stockbroking & Allied,https://www.screener.in/company/BIRLAMONEY/
Emk.Global Fin.,EMKAY,Stockbroking & Allied,https://www.screener.in/company/EMKAY/consolidated/
Shardul Sec.,512393,Stockbroking & Allied,https://www.screener.in/company/512393/consolidated/
Almondz Global,ALMONDZ,Stockbroking & Allied,https://www.screener.in/company/ALMONDZ/consolidated/
Pune e,544141,Stockbroking & Allied,https://www.screener.in/company/544141/consolidated/
Rikhav Securitie,544340,Stockbroking & Allied,https://www.screener.in/company/544340/consolidated/
Swastika Investm,530585,Stockbroking & Allied,https://www.screener.in/company/530585/consolidated/
Keynote Finan.,KEYFINSERV,Stockbroking & Allied,https://www.screener.in/company/KEYFINSERV/consolidated/
Balrampur Chini,BALRAMCHIN,Sugar,https://www.screener.in/company/BALRAMCHIN/consolidated/
Triven.Engg.Ind.,TRIVENI,Sugar,https://www.screener.in/company/TRIVENI/consolidated/
Sh.Renuka Sugar,RENUKA,Sugar,https://www.screener.in/company/RENUKA/consolidated/
Bannari Amm.Sug.,BANARISUG,Sugar,https://www.screener.in/company/BANARISUG/
Dalmia Bharat,DALMIASUG,Sugar,https://www.screener.in/company/DALMIASUG/
Bajaj Hindusthan,BAJAJHIND,Sugar,https://www.screener.in/company/BAJAJHIND/consolidated/
DCM Shriram Inds,DCMSRIND,Sugar,https://www.screener.in/company/DCMSRIND/consolidated/
Zuari Industries,ZUARIIND,Sugar,https://www.screener.in/company/ZUARIIND/consolidated/
Uttam Sug.Mills,UTTAMSUGAR,Sugar,https://www.screener.in/company/UTTAMSUGAR/
Dhampur Sugar,DHAMPURSUG,Sugar,https://www.screener.in/company/DHAMPURSUG/consolidated/
Avadh Sugar,AVADHSUGAR,Sugar,https://www.screener.in/company/AVADHSUGAR/
M.V.K. Agro,MVKAGRO,Sugar,https://www.screener.in/company/MVKAGRO/consolidated/
Magadh Sugar,MAGADSUGAR,Sugar,https://www.screener.in/company/MAGADSUGAR/
Dwarikesh Sugar,DWARKESH,Sugar,https://www.screener.in/company/DWARKESH/
Dhampur Bio,DBOL,Sugar,https://www.screener.in/company/DBOL/consolidated/
Ugar Sugar Works,UGARSUGAR,Sugar,https://www.screener.in/company/UGARSUGAR/
KCP Sugar &Inds.,KCPSUGIND,Sugar,https://www.screener.in/company/KCPSUGIND/consolidated/
Mawana Sugars,MAWANASUG,Sugar,https://www.screener.in/company/MAWANASUG/consolidated/
Sakthi Sugars,SAKHTISUG,Sugar,https://www.screener.in/company/SAKHTISUG/
KM Sugar Mills,KMSUGAR,Sugar,https://www.screener.in/company/KMSUGAR/consolidated/
Kothari Sugars,KOTARISUG,Sugar,https://www.screener.in/company/KOTARISUG/
Ponni Sug.Erode,PONNIERODE,Sugar,https://www.screener.in/company/PONNIERODE/
Rana Sugars,RANASUG,Sugar,https://www.screener.in/company/RANASUG/
Vishwaraj Sugar,VISHWARAJ,Sugar,https://www.screener.in/company/VISHWARAJ/
Indian Sucrose,500319,Sugar,https://www.screener.in/company/500319/
Tata Consumer,TATACONSUM,Tea & Coffee,https://www.screener.in/company/TATACONSUM/consolidated/
CCL Products,CCL,Tea & Coffee,https://www.screener.in/company/CCL/consolidated/
Andrew Yule & Co,ANDREWYU,Tea & Coffee,https://www.screener.in/company/ANDREWYU/consolidated/
Mcleod Russel,MCLEODRUSS,Tea & Coffee,https://www.screener.in/company/MCLEODRUSS/consolidated/
Goodricke Group,500166,Tea & Coffee,https://www.screener.in/company/500166/
Jay Shree Tea,JAYSREETEA,Tea & Coffee,https://www.screener.in/company/JAYSREETEA/consolidated/
Peria Kara. Tea,PKTEA,Tea & Coffee,https://www.screener.in/company/PKTEA/
Gillanders Arbut,GILLANDERS,Tea & Coffee,https://www.screener.in/company/GILLANDERS/consolidated/
Rossell India,ROSSELLIND,Tea & Coffee,https://www.screener.in/company/ROSSELLIND/
United Nilgiri,UNITEDTEA,Tea & Coffee,https://www.screener.in/company/UNITEDTEA/
Neelamalai Agro,508670,Tea & Coffee,https://www.screener.in/company/508670/consolidated/
Dhunseri Tea,DTIL,Tea & Coffee,https://www.screener.in/company/DTIL/consolidated/
Ganges Securitie,GANGESSECU,Tea & Coffee,https://www.screener.in/company/GANGESSECU/consolidated/
James Warren Tea,538564,Tea & Coffee,https://www.screener.in/company/538564/
B & A,508136,Tea & Coffee,https://www.screener.in/company/508136/consolidated/
Grob Tea Co,GROBTEA,Tea & Coffee,https://www.screener.in/company/GROBTEA/
Bengal Tea & Fab,532230,Tea & Coffee,https://www.screener.in/company/532230/
Shri Vasuprada,538092,Tea & Coffee,https://www.screener.in/company/538092/consolidated/
Norben Tea,NORBTEAEXP,Tea & Coffee,https://www.screener.in/company/NORBTEAEXP/
Terai Tea Co,530533,Tea & Coffee,https://www.screener.in/company/530533/consolidated/
Warren Tea,508494,Tea & Coffee,https://www.screener.in/company/508494/consolidated/
Diana Tea Co,530959,Tea & Coffee,https://www.screener.in/company/530959/
