stock_name,symbol,industry,url
Ushanti Colour,UCL,Dyes And Pigments,https://www.screener.in/company/UCL/consolidated/
Prolife Indust.,PROLIFE,Dyes And Pigments,https://www.screener.in/company/PROLIFE/
Arunaya Organics,ARUNAYA,Dyes And Pigments,https://www.screener.in/company/ARUNAYA/
Yasons Chemex,YCCL,Dyes And Pigments,https://www.screener.in/company/YCCL/consolidated/
MPS,MPSLTD,E-Learning,https://www.screener.in/company/MPSLTD/consolidated/
Veranda Learning,VERANDA,E-Learning,https://www.screener.in/company/VERANDA/consolidated/
Jaro Institute,JARO,E-Learning,https://www.screener.in/company/JARO/
Addictive Learn,LAWSIKHO,E-Learning,https://www.screener.in/company/LAWSIKHO/
Sodhani Academy,544257,E-Learning,https://www.screener.in/company/544257/
Jetking Infotrai,517063,E-Learning,https://www.screener.in/company/517063/consolidated/
G-Tec Janix,GTECJAINX,E-Learning,https://www.screener.in/company/GTECJAINX/consolidated/
Docmode Health,DHTL,E-Learning,https://www.screener.in/company/DHTL/consolidated/
Usha Mart. Edu.,UMESLTD,E-Learning,https://www.screener.in/company/UMESLTD/consolidated/
Eternal Ltd,ETERNAL,E-Retail/ E-Commerce,https://www.screener.in/company/ETERNAL/consolidated/
Swiggy,SWIGGY,E-Retail/ E-Commerce,https://www.screener.in/company/SWIGGY/consolidated/
FSN E-Commerce,NYKAA,E-Retail/ E-Commerce,https://www.screener.in/company/NYKAA/consolidated/
Urban Company,URBANCO,E-Retail/ E-Commerce,https://www.screener.in/company/URBANCO/consolidated/
Brainbees Solut.,FIRSTCRY,E-Retail/ E-Commerce,https://www.screener.in/company/FIRSTCRY/consolidated/
Cartrade Tech,CARTRADE,E-Retail/ E-Commerce,https://www.screener.in/company/CARTRADE/consolidated/
RattanIndia Ent,RTNINDIA,E-Retail/ E-Commerce,https://www.screener.in/company/RTNINDIA/consolidated/
Macfos,543787,E-Retail/ E-Commerce,https://www.screener.in/company/543787/
Intrasoft Tech.,ISFT,E-Retail/ E-Commerce,https://www.screener.in/company/ISFT/consolidated/
Womancart,WOMANCART,E-Retail/ E-Commerce,https://www.screener.in/company/WOMANCART/consolidated/
Digidrive Dist.,DIGIDRIVE,E-Retail/ E-Commerce,https://www.screener.in/company/DIGIDRIVE/consolidated/
Kaushalya,KLL,E-Retail/ E-Commerce,https://www.screener.in/company/KLL/consolidated/
Pace E-Commerce,543637,E-Retail/ E-Commerce,https://www.screener.in/company/543637/
Ahasolar Technol,543941,E-Retail/ E-Commerce,https://www.screener.in/company/543941/consolidated/
Add-Shop E-Reta.,541865,E-Retail/ E-Commerce,https://www.screener.in/company/541865/
Fone4 Communica.,543521,E-Retail/ E-Commerce,https://www.screener.in/company/543521/
Finelistings Tec,544173,E-Retail/ E-Commerce,https://www.screener.in/company/544173/
Net Avenue,CBAZAAR,E-Retail/ E-Commerce,https://www.screener.in/company/CBAZAAR/consolidated/
Marico,MARICO,Edible Oil,https://www.screener.in/company/MARICO/consolidated/
Patanjali Foods,PATANJALI,Edible Oil,https://www.screener.in/company/PATANJALI/
AWL Agri Busine.,AWL,Edible Oil,https://www.screener.in/company/AWL/consolidated/
CIAN Agro,519477,Edible Oil,https://www.screener.in/company/519477/consolidated/
Gokul Agro,GOKULAGRO,Edible Oil,https://www.screener.in/company/GOKULAGRO/consolidated/
Sundrop Brands,SUNDROP,Edible Oil,https://www.screener.in/company/SUNDROP/consolidated/
Shri Venkatesh,543373,Edible Oil,https://www.screener.in/company/543373/
KN Agri Resource,KNAGRI,Edible Oil,https://www.screener.in/company/KNAGRI/consolidated/
Kriti Nutrients,KRITINUT,Edible Oil,https://www.screener.in/company/KRITINUT/
Gokul Refoils,GOKUL,Edible Oil,https://www.screener.in/company/GOKUL/consolidated/
Ajanta Soya,519216,Edible Oil,https://www.screener.in/company/519216/
Ramdevbaba Sol.,RBS,Edible Oil,https://www.screener.in/company/RBS/consolidated/
M K Proteins,MKPL,Edible Oil,https://www.screener.in/company/MKPL/
Vijay Solvex,531069,Edible Oil,https://www.screener.in/company/531069/consolidated/
Ambar Protein,519471,Edible Oil,https://www.screener.in/company/519471/
Raj Oil Mills,ROML,Edible Oil,https://www.screener.in/company/ROML/
Prime Industries,519299,Edible Oil,https://www.screener.in/company/519299/
Ambo Agritec,543678,Edible Oil,https://www.screener.in/company/543678/consolidated/
Diligent Indust.,531153,Edible Oil,https://www.screener.in/company/531153/
Rajgor Castor,RCDL,Edible Oil,https://www.screener.in/company/RCDL/
Superior Indus.,519234,Edible Oil,https://www.screener.in/company/519234/consolidated/
Solvex Edibles,544539,Edible Oil,https://www.screener.in/company/544539/consolidated/
Poona Dal & Oil,519359,Edible Oil,https://www.screener.in/company/519359/
N K Industries,NKIND,Edible Oil,https://www.screener.in/company/NKIND/consolidated/
Vandan Foods,544436,Edible Oil,https://www.screener.in/company/544436/
NIIT Learning,NIITMTS,Education,https://www.screener.in/company/NIITMTS/consolidated/
Shanti Educat.,539921,Education,https://www.screener.in/company/539921/consolidated/
NIIT,NIITLTD,Education,https://www.screener.in/company/NIITLTD/consolidated/
Aptech,APTECHT,Education,https://www.screener.in/company/APTECHT/consolidated/
Vinsys IT Serv.,VINSYS,Education,https://www.screener.in/company/VINSYS/consolidated/
CL Educate,CLEDUCATE,Education,https://www.screener.in/company/CLEDUCATE/consolidated/
Career Point Edu,CPEDU,Education,https://www.screener.in/company/CPEDU/
Global Education,GLOBAL,Education,https://www.screener.in/company/GLOBAL/
Zee Learn,ZEELEARN,Education,https://www.screener.in/company/ZEELEARN/consolidated/
Arihant Academy,ARIHANTACA,Education,https://www.screener.in/company/ARIHANTACA/consolidated/
VJTF Eduservices,509026,Education,https://www.screener.in/company/509026/consolidated/
Golden Crest,540062,Education,https://www.screener.in/company/540062/
Drone Destinatio,DRONE,Education,https://www.screener.in/company/DRONE/
Compucom Soft.,COMPUSOFT,Education,https://www.screener.in/company/COMPUSOFT/consolidated/
Vantage Knowledg,539761,Education,https://www.screener.in/company/539761/
Ascensive Educa.,543443,Education,https://www.screener.in/company/543443/
Ironwood Educa,508918,Education,https://www.screener.in/company/508918/consolidated/
LCC Infotech,LCCINFOTEC,Education,https://www.screener.in/company/LCCINFOTEC/
DSJ Keep Learn,KEEPLEARN,Education,https://www.screener.in/company/KEEPLEARN/
Tree House Edu.,TREEHOUSE,Education,https://www.screener.in/company/TREEHOUSE/consolidated/
Moxsh Overseas,MOXSH,Education,https://www.screener.in/company/MOXSH/consolidated/
Virtual Global,534741,Education,https://www.screener.in/company/534741/consolidated/
Humming Bird Edu,542592,Education,https://www.screener.in/company/542592/consolidated/
Educomp Sol.,EDUCOMP,Education,https://www.screener.in/company/EDUCOMP/
MT Educare,MTEDUCARE,Education,https://www.screener.in/company/MTEDUCARE/consolidated/
Graphite India,GRAPHITE,Electrodes & Refractories,https://www.screener.in/company/GRAPHITE/consolidated/
Vesuvius India,VESUVIUS,Electrodes & Refractories,https://www.screener.in/company/VESUVIUS/
HEG,HEG,Electrodes & Refractories,https://www.screener.in/company/HEG/consolidated/
RHI Magnesita,RHIM,Electrodes & Refractories,https://www.screener.in/company/RHIM/consolidated/
Raghav Product.,RPEL,Electrodes & Refractories,https://www.screener.in/company/RPEL/consolidated/
IFGL Refractori.,IFGLEXPOR,Electrodes & Refractories,https://www.screener.in/company/IFGLEXPOR/consolidated/
Monolithisch Ind,MONOLITH,Electrodes & Refractories,https://www.screener.in/company/MONOLITH/
Morganite Crucib,523160,Electrodes & Refractories,https://www.screener.in/company/523160/
DE Nora India,DENORA,Electrodes & Refractories,https://www.screener.in/company/DENORA/
Orient Ceratech,ORIENTCER,Electrodes & Refractories,https://www.screener.in/company/ORIENTCER/consolidated/
Panasonic Carbon,508941,Electrodes & Refractories,https://www.screener.in/company/508941/
Royal Arc Ele.,ROYALARC,Electrodes & Refractories,https://www.screener.in/company/ROYALARC/
Refractory Shap.,REFRACTORY,Electrodes & Refractories,https://www.screener.in/company/REFRACTORY/
Nilachal Refract,502294,Electrodes & Refractories,https://www.screener.in/company/502294/
Auro Impex,AUROIMPEX,Electrodes & Refractories,https://www.screener.in/company/AUROIMPEX/consolidated/
SP Refractories,SPRL,Electrodes & Refractories,https://www.screener.in/company/SPRL/
Quint Digital,539515,Electronic Media,https://www.screener.in/company/539515/consolidated/
Sambhaav Media,SAMBHAAV,Electronic Media,https://www.screener.in/company/SAMBHAAV/consolidated/
Diligent Media,DNAMEDIA,Electronic Media,https://www.screener.in/company/DNAMEDIA/
Cyber Media Ind,CYBERMEDIA,Electronic Media,https://www.screener.in/company/CYBERMEDIA/consolidated/
SAB Events,SABEVENTS,Electronic Media,https://www.screener.in/company/SABEVENTS/
BSE,BSE,Exchange and Data Platform,https://www.screener.in/company/BSE/consolidated/
Multi Comm. Exc.,MCX,Exchange and Data Platform,https://www.screener.in/company/MCX/consolidated/
Indian Energy Ex,IEX,Exchange and Data Platform,https://www.screener.in/company/IEX/
Solar Industries,SOLARINDS,Explosives,https://www.screener.in/company/SOLARINDS/consolidated/
Prem. Explosives,PREMEXPLN,Explosives,https://www.screener.in/company/PREMEXPLN/
GOCL Corpn.,GOCLCORP,Explosives,https://www.screener.in/company/GOCLCORP/consolidated/
Keltech Energies,506528,Explosives,https://www.screener.in/company/506528/
Beezaasan Exp.,544369,Explosives,https://www.screener.in/company/544369/
Indian Metals,IMFA,Ferro & Silica Manganese,https://www.screener.in/company/IMFA/consolidated/
Maithan Alloys,MAITHANALL,Ferro & Silica Manganese,https://www.screener.in/company/MAITHANALL/consolidated/
Owais Metal,OWAIS,Ferro & Silica Manganese,https://www.screener.in/company/OWAIS/
Visa Steel,VISASTEEL,Ferro & Silica Manganese,https://www.screener.in/company/VISASTEEL/consolidated/
Jainam Ferro,JAINAM,Ferro & Silica Manganese,https://www.screener.in/company/JAINAM/
Nilachal Carbo,544510,Ferro & Silica Manganese,https://www.screener.in/company/544510/consolidated/
Shyam Century,SHYAMCENT,Ferro & Silica Manganese,https://www.screener.in/company/SHYAMCENT/
Indsil Hydro,522165,Ferro & Silica Manganese,https://www.screener.in/company/522165/
Nagpur Power,532362,Ferro & Silica Manganese,https://www.screener.in/company/532362/consolidated/
Chrome Silicon,513005,Ferro & Silica Manganese,https://www.screener.in/company/513005/
Facor Alloys,532656,Ferro & Silica Manganese,https://www.screener.in/company/532656/consolidated/
QVC Exports,QVCEL,Ferro & Silica Manganese,https://www.screener.in/company/QVCEL/consolidated/
Impex Ferro Tech,IMPEXFERRO,Ferro & Silica Manganese,https://www.screener.in/company/IMPEXFERRO/
Coromandel Inter,COROMANDEL,Fertilizers,https://www.screener.in/company/COROMANDEL/consolidated/
F A C T,FACT,Fertilizers,https://www.screener.in/company/FACT/consolidated/
Chambal Fert.,CHAMBLFERT,Fertilizers,https://www.screener.in/company/CHAMBLFERT/consolidated/
Paradeep Phosph.,PARADEEP,Fertilizers,https://www.screener.in/company/PARADEEP/consolidated/
R C F,RCF,Fertilizers,https://www.screener.in/company/RCF/consolidated/
G S F C,GSFC,Fertilizers,https://www.screener.in/company/GSFC/consolidated/
Kothari Indl,509732,Fertilizers,https://www.screener.in/company/509732/
Natl.Fertilizer,NFL,Fertilizers,https://www.screener.in/company/NFL/consolidated/
Mangalore Chem.,MANGCHEFER,Fertilizers,https://www.screener.in/company/MANGCHEFER/
M B Agro Prod.,MBAPL,Fertilizers,https://www.screener.in/company/MBAPL/
Krishana Phosch.,KRISHANA,Fertilizers,https://www.screener.in/company/KRISHANA/
S P I C,SPIC,Fertilizers,https://www.screener.in/company/SPIC/consolidated/
Madras Fertilize,MADRASFERT,Fertilizers,https://www.screener.in/company/MADRASFERT/
Khaitan Chemical,KHAICHEM,Fertilizers,https://www.screener.in/company/KHAICHEM/
Zuari Agro Chem.,ZUARI,Fertilizers,https://www.screener.in/company/ZUARI/consolidated/
Rama Phosphates,RAMAPHO,Fertilizers,https://www.screener.in/company/RAMAPHO/
Aries Agro,ARIES,Fertilizers,https://www.screener.in/company/ARIES/consolidated/
Nova Agritech,NOVAAGRI,Fertilizers,https://www.screener.in/company/NOVAAGRI/consolidated/
Balaji Phos.,BALAJIPHOS,Fertilizers,https://www.screener.in/company/BALAJIPHOS/consolidated/
Nagarjuna Fert.,NAGAFERT,Fertilizers,https://www.screener.in/company/NAGAFERT/consolidated/
Anya Polytech &,ANYA,Fertilizers,https://www.screener.in/company/ANYA/consolidated/
Bharat Agri Fert,531862,Fertilizers,https://www.screener.in/company/531862/
Basant Agro Tech,524687,Fertilizers,https://www.screener.in/company/524687/
Agro Phos India,AGROPHOS,Fertilizers,https://www.screener.in/company/AGROPHOS/
Teesta Agro Ind.,524204,Fertilizers,https://www.screener.in/company/524204/
PVR Inox,PVRINOX,"Film Production, Distribution & Exhibition",https://www.screener.in/company/PVRINOX/consolidated/
Panorama Studios,539469,"Film Production, Distribution & Exhibition",https://www.screener.in/company/539469/consolidated/
Media Matrix,512267,"Film Production, Distribution & Exhibition",https://www.screener.in/company/512267/consolidated/
Vashu Bhagnani,532011,"Film Production, Distribution & Exhibition",https://www.screener.in/company/532011/consolidated/
Madhuveer Com,531910,"Film Production, Distribution & Exhibition",https://www.screener.in/company/531910/consolidated/
Connplex Cinemas,CONNPLEX,"Film Production, Distribution & Exhibition",https://www.screener.in/company/CONNPLEX/
Cineline India,CINELINE,"Film Production, Distribution & Exhibition",https://www.screener.in/company/CINELINE/consolidated/
UFO Moviez,UFO,"Film Production, Distribution & Exhibition",https://www.screener.in/company/UFO/consolidated/
Diksat Transworl,540151,"Film Production, Distribution & Exhibition",https://www.screener.in/company/540151/
Tips Films,TIPSFILMS,"Film Production, Distribution & Exhibition",https://www.screener.in/company/TIPSFILMS/
Alan Scott Ente.,539115,"Film Production, Distribution & Exhibition",https://www.screener.in/company/539115/consolidated/
Mukta Arts,MUKTAARTS,"Film Production, Distribution & Exhibition",https://www.screener.in/company/MUKTAARTS/consolidated/
Baweja Studios L,BAWEJA,"Film Production, Distribution & Exhibition",https://www.screener.in/company/BAWEJA/
G V Films,523277,"Film Production, Distribution & Exhibition",https://www.screener.in/company/523277/consolidated/
Vels Film,VELS,"Film Production, Distribution & Exhibition",https://www.screener.in/company/VELS/consolidated/
Orient Tradelink,531512,"Film Production, Distribution & Exhibition",https://www.screener.in/company/531512/
Prit Nandy Comm.,PNC,"Film Production, Distribution & Exhibition",https://www.screener.in/company/PNC/consolidated/
Baba Arts,532380,"Film Production, Distribution & Exhibition",https://www.screener.in/company/532380/
Picturehouse,532355,"Film Production, Distribution & Exhibition",https://www.screener.in/company/532355/consolidated/
Picturepost Stu.,PPSL,"Film Production, Distribution & Exhibition",https://www.screener.in/company/PPSL/
Bombay Talkies,511246,"Film Production, Distribution & Exhibition",https://www.screener.in/company/511246/
Mediaone Global,503685,"Film Production, Distribution & Exhibition",https://www.screener.in/company/503685/
BGIL Films & Tec,511664,"Film Production, Distribution & Exhibition",https://www.screener.in/company/511664/
V R Films & Stud,542654,"Film Production, Distribution & Exhibition",https://www.screener.in/company/542654/
JMD Ventures,511092,"Film Production, Distribution & Exhibition",https://www.screener.in/company/511092/
I R F C,IRFC,Financial Institution,https://www.screener.in/company/IRFC/
Power Fin.Corpn.,PFC,Financial Institution,https://www.screener.in/company/PFC/consolidated/
REC Ltd,RECLTD,Financial Institution,https://www.screener.in/company/RECLTD/consolidated/
H U D C O,HUDCO,Financial Institution,https://www.screener.in/company/HUDCO/consolidated/
Indian Renewable,IREDA,Financial Institution,https://www.screener.in/company/IREDA/
IFCI,IFCI,Financial Institution,https://www.screener.in/company/IFCI/consolidated/
Tour. Fin. Corp.,TFCILTD,Financial Institution,https://www.screener.in/company/TFCILTD/
Haryana Fin. Co.,530927,Financial Institution,https://www.screener.in/company/530927/
Guj. State Fin.,532160,Financial Institution,https://www.screener.in/company/532160/
Anand Rathi Wea.,ANANDRATHI,Financial Products Distributor,https://www.screener.in/company/ANANDRATHI/consolidated/
Prudent Corp.,PRUDENT,Financial Products Distributor,https://www.screener.in/company/PRUDENT/consolidated/
Dharni Capital,543753,Financial Products Distributor,https://www.screener.in/company/543753/consolidated/
Vedant Asset,543623,Financial Products Distributor,https://www.screener.in/company/543623/
PB Fintech.,POLICYBZR,Financial Technology (Fintech),https://www.screener.in/company/POLICYBZR/consolidated/
One 97,PAYTM,Financial Technology (Fintech),https://www.screener.in/company/PAYTM/consolidated/
Seshaasai Tech.,STYL,Financial Technology (Fintech),https://www.screener.in/company/STYL/consolidated/
Infibeam Avenues,INFIBEAM,Financial Technology (Fintech),https://www.screener.in/company/INFIBEAM/consolidated/
One Mobikwik,MOBIKWIK,Financial Technology (Fintech),https://www.screener.in/company/MOBIKWIK/
MOS Utility,MOS,Financial Technology (Fintech),https://www.screener.in/company/MOS/consolidated/
Suvidhaa Info.,SUVIDHAA,Financial Technology (Fintech),https://www.screener.in/company/SUVIDHAA/consolidated/
WSFX Global,511147,Financial Technology (Fintech),https://www.screener.in/company/511147/
AGS Transact,AGSTRA,Financial Technology (Fintech),https://www.screener.in/company/AGSTRA/consolidated/
Metro Brands,METROBRAND,Footwear,https://www.screener.in/company/METROBRAND/consolidated/
Bata India,BATAINDIA,Footwear,https://www.screener.in/company/BATAINDIA/consolidated/
Relaxo Footwear,RELAXO,Footwear,https://www.screener.in/company/RELAXO/
Campus Activewe.,CAMPUS,Footwear,https://www.screener.in/company/CAMPUS/
Redtape,REDTAPE,Footwear,https://www.screener.in/company/REDTAPE/consolidated/
Liberty Shoes,LIBERTSHOE,Footwear,https://www.screener.in/company/LIBERTSHOE/
Sreeleathers,SREEL,Footwear,https://www.screener.in/company/SREEL/
Khadim India,KHADIM,Footwear,https://www.screener.in/company/KHADIM/
Lehar Footwears,532829,Footwear,https://www.screener.in/company/532829/
Marc Loire,544437,Footwear,https://www.screener.in/company/544437/
Sarup Industries,514412,Footwear,https://www.screener.in/company/514412/
Indian Wood Prod,540954,Forest Products,https://www.screener.in/company/540954/consolidated/
Pratik Panels,526490,Forest Products,https://www.screener.in/company/526490/
Natl. Plywood,516062,Forest Products,https://www.screener.in/company/516062/
Sheela Foam,SFL,"Furniture, Home Furnishing",https://www.screener.in/company/SFL/consolidated/
Responsive Ind,RESPONIND,"Furniture, Home Furnishing",https://www.screener.in/company/RESPONIND/consolidated/
Euro Pratik Sale,EUROPRATIK,"Furniture, Home Furnishing",https://www.screener.in/company/EUROPRATIK/consolidated/
Stanley Lifesty.,STANLEY,"Furniture, Home Furnishing",https://www.screener.in/company/STANLEY/consolidated/
BirlaNu Ltd,BIRLANU,"Furniture, Home Furnishing",https://www.screener.in/company/BIRLANU/consolidated/
Safe Enterprises,SAFEENTP,"Furniture, Home Furnishing",https://www.screener.in/company/SAFEENTP/consolidated/
Hardwyn India,HARDWYN,"Furniture, Home Furnishing",https://www.screener.in/company/HARDWYN/consolidated/
Parin Enterpris.,PARIN,"Furniture, Home Furnishing",https://www.screener.in/company/PARIN/consolidated/
Interiors & More,INM,"Furniture, Home Furnishing",https://www.screener.in/company/INM/consolidated/
Transteel Seatin,TRANSTEEL,"Furniture, Home Furnishing",https://www.screener.in/company/TRANSTEEL/
Marvel Decor,MDL,"Furniture, Home Furnishing",https://www.screener.in/company/MDL/consolidated/
Omfurn India,OMFURN,"Furniture, Home Furnishing",https://www.screener.in/company/OMFURN/
Naman In-Store,NAMAN,"Furniture, Home Furnishing",https://www.screener.in/company/NAMAN/
Priti Internati.,PRITI,"Furniture, Home Furnishing",https://www.screener.in/company/PRITI/
Rexpro Enter.,REXPRO,"Furniture, Home Furnishing",https://www.screener.in/company/REXPRO/
Ahlada Engineers,AHLADA,"Furniture, Home Furnishing",https://www.screener.in/company/AHLADA/
Durlax Top,DURLAX,"Furniture, Home Furnishing",https://www.screener.in/company/DURLAX/
Lexus Granito,LEXUS,"Furniture, Home Furnishing",https://www.screener.in/company/LEXUS/
Tirupati Foam,540904,"Furniture, Home Furnishing",https://www.screener.in/company/540904/
Shashwat Furnis.,543519,"Furniture, Home Furnishing",https://www.screener.in/company/543519/consolidated/
Milestone Furn.,541337,"Furniture, Home Furnishing",https://www.screener.in/company/541337/
Magenta Life,544188,"Furniture, Home Furnishing",https://www.screener.in/company/544188/
Golden Carpets,531928,"Furniture, Home Furnishing",https://www.screener.in/company/531928/
Page Industries,PAGEIND,Garments & Apparels,https://www.screener.in/company/PAGEIND/
Arvind Ltd,ARVIND,Garments & Apparels,https://www.screener.in/company/ARVIND/consolidated/
Pearl Global Ind,PGIL,Garments & Apparels,https://www.screener.in/company/PGIL/consolidated/
Gokaldas Exports,GOKEX,Garments & Apparels,https://www.screener.in/company/GOKEX/consolidated/
Lux Industries,LUXIND,Garments & Apparels,https://www.screener.in/company/LUXIND/
Kitex Garments,KITEX,Garments & Apparels,https://www.screener.in/company/KITEX/consolidated/
Kewal Kir.Cloth.,KKCL,Garments & Apparels,https://www.screener.in/company/KKCL/consolidated/
Cantabil Retail,CANTABIL,Garments & Apparels,https://www.screener.in/company/CANTABIL/
Dollar Industrie,DOLLAR,Garments & Apparels,https://www.screener.in/company/DOLLAR/
S P Apparels,SPAL,Garments & Apparels,https://www.screener.in/company/SPAL/consolidated/
Rupa & Co,RUPA,Garments & Apparels,https://www.screener.in/company/RUPA/consolidated/
Monte Carlo Fas.,MONTECARLO,Garments & Apparels,https://www.screener.in/company/MONTECARLO/
SBC Exports,SBC,Garments & Apparels,https://www.screener.in/company/SBC/
Karnika Industri,KARNIKA,Garments & Apparels,https://www.screener.in/company/KARNIKA/
Vishal Fabrics,VISHAL,Garments & Apparels,https://www.screener.in/company/VISHAL/consolidated/
Iris Clothings,IRISDOREME,Garments & Apparels,https://www.screener.in/company/IRISDOREME/
Bella Casa Fashi,BELLACASA,Garments & Apparels,https://www.screener.in/company/BELLACASA/
Thomas Scott,THOMASCOTT,Garments & Apparels,https://www.screener.in/company/THOMASCOTT/
Filatex Fash.,FILATFASH,Garments & Apparels,https://www.screener.in/company/FILATFASH/
Purple United,PURPLEUTED,Garments & Apparels,https://www.screener.in/company/PURPLEUTED/
Bizotic Commer.,543926,Garments & Apparels,https://www.screener.in/company/543926/
Saraswati Saree,SSDL,Garments & Apparels,https://www.screener.in/company/SSDL/
Virat Industries,530521,Garments & Apparels,https://www.screener.in/company/530521/
VIP Clothing,VIPCLOTHNG,Garments & Apparels,https://www.screener.in/company/VIPCLOTHNG/
Zodiac Cloth. Co,ZODIACLOTH,Garments & Apparels,https://www.screener.in/company/ZODIACLOTH/consolidated/
GAIL (India),GAIL,Gas Transmission/Marketing,https://www.screener.in/company/GAIL/consolidated/
Guj.St.Petronet,GSPL,Gas Transmission/Marketing,https://www.screener.in/company/GSPL/consolidated/
Indifra Ltd,INDIFRA,Gas Transmission/Marketing,https://www.screener.in/company/INDIFRA/
Titan Company,TITAN,"Gems, Jewellery And Watches",https://www.screener.in/company/TITAN/consolidated/
Kalyan Jewellers,KALYANKJIL,"Gems, Jewellery And Watches",https://www.screener.in/company/KALYANKJIL/consolidated/
Bluestone Jewel,BLUESTONE,"Gems, Jewellery And Watches",https://www.screener.in/company/BLUESTONE/consolidated/
PC Jeweller,PCJEWELLER,"Gems, Jewellery And Watches",https://www.screener.in/company/PCJEWELLER/consolidated/
P N Gadgil Jewe.,PNGJL,"Gems, Jewellery And Watches",https://www.screener.in/company/PNGJL/consolidated/
Ethos Ltd,ETHOSLTD,"Gems, Jewellery And Watches",https://www.screener.in/company/ETHOSLTD/consolidated/
Thangamayil Jew.,THANGAMAYL,"Gems, Jewellery And Watches",https://www.screener.in/company/THANGAMAYL/
Senco Gold,SENCO,"Gems, Jewellery And Watches",https://www.screener.in/company/SENCO/
Rajesh Exports,RAJESHEXPO,"Gems, Jewellery And Watches",https://www.screener.in/company/RAJESHEXPO/consolidated/
Sky Gold & Diam.,SKYGOLD,"Gems, Jewellery And Watches",https://www.screener.in/company/SKYGOLD/consolidated/
Goldiam Intl.,GOLDIAM,"Gems, Jewellery And Watches",https://www.screener.in/company/GOLDIAM/consolidated/
Vaibhav Global,VAIBHAVGBL,"Gems, Jewellery And Watches",https://www.screener.in/company/VAIBHAVGBL/consolidated/
Timex Group,500414,"Gems, Jewellery And Watches",https://www.screener.in/company/500414/
KDDL Ltd,KDDL,"Gems, Jewellery And Watches",https://www.screener.in/company/KDDL/consolidated/
D.P. Abhushan,DPABHUSHAN,"Gems, Jewellery And Watches",https://www.screener.in/company/DPABHUSHAN/
Laxmi Goldorna,LGHL,"Gems, Jewellery And Watches",https://www.screener.in/company/LGHL/consolidated/
Motisons Jewel,MOTISONS,"Gems, Jewellery And Watches",https://www.screener.in/company/MOTISONS/
Shringar House,SHRINGARMS,"Gems, Jewellery And Watches",https://www.screener.in/company/SHRINGARMS/
Shanti Gold,SHANTIGOLD,"Gems, Jewellery And Watches",https://www.screener.in/company/SHANTIGOLD/
Khazanchi Jewell,543953,"Gems, Jewellery And Watches",https://www.screener.in/company/543953/
Renaiss. Global,RGL,"Gems, Jewellery And Watches",https://www.screener.in/company/RGL/consolidated/
T B Z,TBZ,"Gems, Jewellery And Watches",https://www.screener.in/company/TBZ/consolidated/
Asian Star Co.,531847,"Gems, Jewellery And Watches",https://www.screener.in/company/531847/consolidated/
Radhika Jeweltec,RADHIKAJWE,"Gems, Jewellery And Watches",https://www.screener.in/company/RADHIKAJWE/
Foce India,FOCE,"Gems, Jewellery And Watches",https://www.screener.in/company/FOCE/consolidated/
ICICI Lombard,ICICIGI,General Insurance,https://www.screener.in/company/ICICIGI/
General Insuranc,GICRE,General Insurance,https://www.screener.in/company/GICRE/consolidated/
New India Assura,NIACL,General Insurance,https://www.screener.in/company/NIACL/consolidated/
Go Digit General,GODIGIT,General Insurance,https://www.screener.in/company/GODIGIT/
Star Health Insu,STARHEALTH,General Insurance,https://www.screener.in/company/STARHEALTH/
Niva Bupa Health,NIVABUPA,General Insurance,https://www.screener.in/company/NIVABUPA/
La Opala RG,LAOPALA,Glass - Consumer,https://www.screener.in/company/LAOPALA/
Borosil Renew.,BORORENEW,Glass - Industrial,https://www.screener.in/company/BORORENEW/consolidated/
Borosil Scienti.,BOROSCI,Glass - Industrial,https://www.screener.in/company/BOROSCI/consolidated/
Sejal Glass,SEJALLTD,Glass - Industrial,https://www.screener.in/company/SEJALLTD/consolidated/
Agarwal Toughene,AGARWALTUF,Glass - Industrial,https://www.screener.in/company/AGARWALTUF/
Agarwal Float,AGARWALFT,Glass - Industrial,https://www.screener.in/company/AGARWALFT/
Agarwal Fortune,530765,Glass - Industrial,https://www.screener.in/company/530765/
Pokarna,POKARNA,Granites & Marbles,https://www.screener.in/company/POKARNA/consolidated/
Global Surfaces,GSLSU,Granites & Marbles,https://www.screener.in/company/GSLSU/consolidated/
Esprit Stones,ESPRIT,Granites & Marbles,https://www.screener.in/company/ESPRIT/consolidated/
Pacific Inds,523483,Granites & Marbles,https://www.screener.in/company/523483/consolidated/
Elegant Marbles,526705,Granites & Marbles,https://www.screener.in/company/526705/
Royal Cush. Vin.,526193,Granites & Marbles,https://www.screener.in/company/526193/
Oriental Trimex,ORIENTALTL,Granites & Marbles,https://www.screener.in/company/ORIENTALTL/
Aro Granite Inds,AROGRANITE,Granites & Marbles,https://www.screener.in/company/AROGRANITE/
Madhav Marbles,MADHAV,Granites & Marbles,https://www.screener.in/company/MADHAV/consolidated/
Syngene Intl.,SYNGENE,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/SYNGENE/consolidated/
Indegene,INDGN,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/INDGN/consolidated/
Suven Life Scie.,SUVEN,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/SUVEN/consolidated/
Vimta Labs,VIMTALABS,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/VIMTALABS/
