symbol,exchange,name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,free_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector_tr,market,sector,AnalystRating,AnalystRating_tr,exchange_field,full_symbol
JOHNPHARMA,BSE,JOHNPHARMA,Johnson Pharmacare Limited,johnson-pharmacare-limited,delayed_streaming_900,stock,['common'],0.76,100,1,false,0,INR,-1.2987012987012998,631171,0.6434607791514002,423499990,INR,,-0.0108,-1100.0000000000002,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:JOHNPHARMA
MKPMOB,BSE,MKPMOB,MKP Mobility Limited,mkp-mobility-limited,delayed_streaming_900,stock,['common'],118.05,100,5,false,0,INR,-4.798387096774196,536,2.045801526717557,422967727,INR,47.948822095857025,2.462,-39.53979519167014,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MKPMOB
MOHITPPR,BSE,MOHITPPR,Mohit Paper Mills Limited,mohit-paper-mills-ltd,delayed_streaming_900,stock,['common'],32.93,100,1,false,0,INR,9.220563847429524,4943,4.067308483502016,422099995,INR,7.317289958447215,4.5003,2.859297860669221,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:MOHITPPR
HPCOTTON,BSE,HPCOTTON,H P Cotton Textile Mills Limited,hpcotton-textile-mills-ltd,delayed_streaming_900,stock,['common'],105,100,5,false,0,INR,-2.189101071262221,37,0.03767053553247811,421026687,INR,13.959610194503902,7.5217,28.82049701142339,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:HPCOTTON
SPRAYKING,BSE,SPRAYKING,Sprayking Ltd,sprayking-ltd,delayed_streaming_900,stock,['common'],2.03,100,1,false,0,INR,2.010050251256272,207164,0.2854273915724767,420604410,INR,9.970530451866404,0.2036,-49.97542997542997,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SPRAYKING
JULIEN,BSE,JULIEN,Julien Agro Infratech Ltd,julien-agro-infratech-limited,delayed_streaming_900,stock,['common'],7.06,100,1,false,0,INR,0.42674253200568074,738566,0.8294778507650566,418833346,INR,9.147447525265612,0.7718,,1.35135135135135,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:JULIEN
SAMSRITA,BSE,SAMSRITA,Samsrita Labs Limited,samsrita-labs-limited,delayed_streaming_900,stock,['common'],18.2,100,1,false,0,INR,0,35,0.04245511887433285,414044741,INR,,,,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:SAMSRITA
ANJANI,BSE,ANJANI,Anjani Synthetics Limited,anjani-synthetics-ltd,delayed_streaming_900,stock,['common'],28.44,100,1,false,0,INR,1.3903743315508041,1932,0.1556156968876857,413737489,INR,11.314899542470659,2.5135,-8.97733033968277,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ANJANI
RELICTEC,BSE,RELICTEC,Relic Technologies Limited,relic-technologies-ltd,delayed_streaming_900,stock,['common'],79.6,100,1,false,0,INR,-0.6242197253433209,1230,3.0483271375464684,412515000,INR,,-11.0884,-347.0227776657932,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:RELICTEC
NACDAC,BSE,NACDAC,Nacdac Infrastructure Ltd.,nacdac-infrastructure-limited,delayed_streaming_900,stock,['common'],37.15,100,1,false,0,INR,-4.987212276214841,8000,0.06493506493506493,411532817.59999996,INR,,,,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:NACDAC
WALCHPF,BSE,WALCHPF,Walchand Peoplefirst Limited,walchand-peoplefirst-ltd,delayed_streaming_900,stock,['common'],135.15,100,5,false,0,INR,-4.487632508833919,765,1,410900420,INR,13.035552383340727,10.3678,4.571036653016771,0.706713780918728,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:WALCHPF
HINDALUMI,BSE,HINDALUMI,Hind Aluminium Industries Limited,hind-aluminium-industries-ltd,delayed_streaming_900,stock,['common'],64.12,100,1,false,0,INR,-1.550744664517106,5465,2.044366302558722,410332008,INR,4.5085713482119,14.2218,-29.614910644026192,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:HINDALUMI
SHHARICH,BSE,SHHARICH,Shree Hari Chemicals Export Limited,shree-hari-chemicals-export-lt,delayed_streaming_900,stock,['common'],90,100,1,false,0,INR,-2.1739130434782608,2508,3.8733590733590733,409059603,INR,15.380934477219128,5.8514,11.264498954173789,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SHHARICH
FINELINE,BSE,FINELINE,Fine-Line Circuits Limited,fine-line-circuits-ltd,delayed_streaming_900,stock,['common'],88.95,100,1,false,0,INR,4.647058823529415,805,0.7373145264700495,408661809,INR,224.62121212121212,0.396,-33.47891819250798,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:FINELINE
ACCEDERE,BSE,ACCEDERE,Accedere Ltd,accedere-limited,delayed_streaming_900,stock,['common'],83.9,100,1,false,0,INR,3.312399950744997,6,0.02570694087403599,408250793,INR,234.03068340306837,0.3585,,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:ACCEDERE
MONOT,BSE,MONOT,Monotype India Ltd.,monotype-india-ltd,delayed_streaming_900,stock,['common'],0.58,100,1,false,0,INR,0,1429027,0.2800875801047104,407810718,INR,3.964456596035543,0.1463,90.2470741222367,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MONOT
CAMEXLTD,BSE,CAMEXLTD,Camex Limited,camex-ltd,delayed_streaming_900,stock,['common'],38.79,100,1,false,0,INR,-2.7575833542241197,670,0.6971904266389178,407225044,INR,18.131251752827893,2.1394,-49.39804631140755,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:CAMEXLTD
GINISILK,BSE,GINISILK,Gini Silk Mills Limited,gini-silk-mills-ltd,delayed_streaming_900,stock,['common'],71.12,100,1,false,0,INR,-2.079030703566007,2538,1.9731011428127188,406190513,INR,28.065190797521804,2.5341,-51.74889087758716,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:GINISILK
PECOS,BSE,PECOS,Pecos Hotels And Pubs Ltd,ubs-group,delayed_streaming_900,stock,['common'],325.5,100,5,false,0,INR,5,3000,3.3333333333333335,406061254,INR,29.807419345976687,10.9201,23.0336762170871,1.12903225806452,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:PECOS
GORANIN,BSE,GORANIN,Gorani Industries Ltd.,gorani-industries-ltd,delayed_streaming_900,stock,['common'],73,100,1,false,0,INR,-3.375248180013233,30,0.055289347585698485,405144471,INR,64.97552291944815,1.1235,-60.162399829799305,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:GORANIN
VANDAN,BSE,VANDAN,Vandan Foods Limited,vandan-foods-limited,delayed_streaming_900,stock,['common'],48.76,100,1,false,0,INR,1.0569948186528457,10800,0.39823008849557523,404566600,INR,,,,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:VANDAN
RAPICUT,BSE,RAPICUT,Rapicut Carbides Limited,rapicut-carbides-ltd,delayed_streaming_900,stock,['common'],73.69,100,1,false,0,INR,-1.9949461364543157,3029,3.1047560475604756,403863918,INR,,-5.8871,-1087.768456375839,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:RAPICUT
ICON,BSE,ICON,Icon Facilitators Limited,icon-facilitators-limited,delayed_streaming_900,stock,['common'],48.66,100,1,false,0,INR,-4.998047637641551,9600,0.8247422680412371,402568712,INR,,,,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:ICON
CSURGSU,BSE,CSURGSU,Centenial Surgical Suture Ltd.,centenial-surgical-suture-ltd,delayed_streaming_900,stock,['common'],103,100,5,false,0,INR,-6.618313689936535,93,0.8643122676579926,402407494,INR,,-5.3277,-288.5110749416177,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:CSURGSU
CRSTCHM,BSE,CRSTCHM,Crestchem Ltd,crestchem-ltd,delayed_streaming_900,stock,['common'],136.85,100,5,false,0,INR,2.2413149047441165,1104,0.3553266816865143,401550018,INR,15.057821594797705,9.0883,27.032693624813053,0.747104968248039,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:CRSTCHM
CARGOTRANS,BSE,CARGOTRANS,Cargotrans Maritime Ltd.,cargotrans-maritime-limited,delayed_streaming_900,stock,['common'],85.5,100,1,false,0,INR,5.555555555555555,4500,0.018154238409527346,400140000,INR,10.984210999627436,7.7839,52.35364349885499,0.584795321637427,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:CARGOTRANS
INDBNK,BSE,INDBNK,Ind Bank Housing Ltd,ind-bank-housing-ltd,delayed_streaming_900,stock,['common'],40.81,100,1,false,0,INR,2.1015761821366112,2822,1.8921818425640358,399700012,INR,,-0.297,60.47378227309023,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:INDBNK
SURYAAMBA,BSE,SURYAAMBA,Suryaamba Spinning Mills Limited,suryaamba-spinning-mills-ltd,delayed_streaming_900,stock,['common'],137,100,5,false,0,INR,0.7352941176470588,90,0.7246376811594203,398744402,INR,25.22602146973798,5.4309,40.43857153939644,0.735294117647059,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SURYAAMBA
AMKAY,BSE,AMKAY,Amkay Products Limited,amkay-products-limited,delayed_streaming_900,stock,['common'],46.5,100,1,false,0,INR,1.8619934282584916,2000,0.3125000000000003,395129966,INR,12.056002074150895,3.857,,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:AMKAY
ASHSI,BSE,ASHSI,Ashirwad Steels & Industries Ltd,ashirwad-steels-and-industries-l,delayed_streaming_900,stock,['common'],31.15,100,1,false,0,INR,-1.0797078437599235,413,0.19897860859510505,393624997,INR,17.70892552586697,1.759,-13.993741443379621,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:ASHSI
HARLETH,BSE,HARLETH,Haryana Leather Chemicals Limited,haryana-leather-chemicals-ltd,delayed_streaming_900,stock,['common'],80,100,1,false,0,INR,0,231,0.19891500904159132,392677612,INR,20.60421871378165,3.8827,-55.69009198183188,1.25,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:HARLETH
TELOGICA,BSE,TELOGICA,Telogica Ltd,telogica-limited,delayed_streaming_900,stock,['common'],11,100,1,false,0,INR,-4.430929626411814,55433,2.2982648894048383,388727619,INR,45.833333333333336,0.24,-59.05834186284545,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:TELOGICA
ESHAMEDIA,BSE,ESHAMEDIA,Esha Media Research Ltd.,esha-media-research-limited,delayed_streaming_900,stock,['common'],50.58,100,1,false,0,INR,1.9963702359346538,5414,0.4211984004730119,387145663,INR,,-5.613,-1668.753493571828,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:ESHAMEDIA
GGDPROP,BSE,GGDPROP,G. G. Dandekar Properties Limited,g-g-dandekar-properties-limi,delayed_streaming_900,stock,['common'],80.42,100,1,false,0,INR,-1.0337189269013085,671,0.4495511188530082,386910346,INR,8.970240485432562,8.9652,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:GGDPROP
PRIMAIN,BSE,PRIMAIN,Prima Industries Ltd.,prima-industries-ltd,delayed_streaming_900,stock,['common'],33.94,100,1,false,0,INR,-4.983202687569992,1548,0.18611585351191479,385486704,INR,,-0.265,-672.354211663067,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:PRIMAIN
CHANDRAP,BSE,CHANDRAP,Chandra Prabhu International Limited.,chandra-prabhu-international-l,delayed_streaming_900,stock,['common'],13.69,100,1,false,0,INR,-1.2265512265512262,30315,0.204741856371242,384407100,INR,,-0.1806,-130.956462118615,0,Energy minerals,india,Energy Minerals,Neutral,Neutral,BSE,BSE:CHANDRAP
THINKINK,BSE,THINKINK,Thinkink Picturez Ltd.,thinkink-picturez-limited,delayed_streaming_900,stock,['common'],0.27,100,1,false,0,INR,0,2190350,0.5311270366103622,383978907,INR,18.620689655172413,0.0145,-65.80188679245283,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:THINKINK
ANUPAM,BSE,ANUPAM,Anupam Finserv Limited,anupam-finserv-limited,delayed_streaming_900,stock,['common'],2.04,100,1,false,0,INR,1.4925373134328483,198142,0.6369325197154887,381433680,INR,49.1566265060241,0.0415,-46.79487179487179,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ANUPAM
SOUTLAT,BSE,SOUTLAT,Southern Latex Ltd.,southern-latex-ltd,delayed_streaming_900,stock,['common'],52.76,100,1,false,0,INR,1.9911076744635632,386,2.9309035687167806,380691413,INR,163.343653250774,0.323,2.1182421751501685,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SOUTLAT
ELFORGE,BSE,ELFORGE,EL Forge Ltd.,el-forge-ltd,delayed_streaming_900,stock,['common'],19.05,100,1,false,0,INR,1.817210048102618,6787,0.3931962621153951,380267720,INR,24.586990191017037,0.7748,-97.78522262114386,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ELFORGE
SALORAINTL,BSE,SALORAINTL,Salora International Limited,salora-international-ltd,delayed_streaming_900,stock,['common'],43.78,100,1,false,0,INR,3.990498812351543,1237,0.25225335454137604,370787300,INR,,-1.0252,40.11332437642386,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:SALORAINTL
VEERHEALTH,BSE,VEERHEALTH,Veerhealth Care Limited,veerhealth-care-limited,delayed_streaming_900,stock,['common'],19.1,100,1,false,0,INR,3.410936654033582,44285,0.6510403267183015,369371839,INR,74.81394437916177,0.2553,236.36363636363643,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:VEERHEALTH
KATRSPG,BSE,KATRSPG,Katare Spinning Mills Limited,katare-spinning-mills-ltd,delayed_streaming_900,stock,['common'],129.85,100,5,false,0,INR,0.2315708220764052,47,0.48205128205128206,369217496,INR,,-5.526,24.45039921251231,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:KATRSPG
USGTECH,BSE,USGTECH,USG Tech Solutions Limited,usg-tech-solutions-ltd,delayed_streaming_900,stock,['common'],9,100,1,false,0,INR,-3.433476394849788,4477,0.5068378390617216,367340401,INR,,-0.1691,-82.41639697950377,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:USGTECH
SMAUTO,BSE,SMAUTO,SM Auto Stamping Ltd.,sm-auto-stamping-limited,delayed_streaming_900,stock,['common'],26.8,100,1,false,0,INR,-3.3189033189033124,14000,3.6842105263157894,366833884,INR,11.76625543311235,2.2777,-2.4790203802020923,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SMAUTO
MACH,BSE,MACH,Mac Hotels Ltd.,mac-hotels-limited,delayed_streaming_900,stock,['common'],69,100,1,false,0,INR,6.153846153846154,6000,1.0810810810810811,366033723,INR,77.65897580191334,0.8885,-15.485589270427086,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:MACH
RETAGGIO,BSE,RETAGGIO,Retaggio Industries Limited,retaggio-industries-limited,delayed_streaming_900,stock,['common'],23.5,100,1,false,0,INR,-0.423728813559328,6000,0.37037037037037035,365804760,INR,10.434242074416126,2.2522,,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:RETAGGIO
VALINDIA,BSE,VALINDIA,Valencia India Limited,valencia-india-limited,delayed_streaming_900,stock,['common'],27.7,100,1,false,0,INR,-1.2477718360071353,31200,1.0743801652892562,364638780,INR,17.040910489080282,1.6255,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:VALINDIA
TEJNAKSH,BSE,TEJNAKSH,Tejnaksh Healthcare Ltd.,tejnaksh-healthcare-limited,delayed_streaming_900,stock,['common'],18,100,1,false,0,INR,0.3904071388733982,2054,0.26274720495305504,364222864,INR,18.91153603698256,0.9518,-12.598714416896234,0,Health services,india,Health Services,Neutral,Neutral,BSE,BSE:TEJNAKSH
CONTILI,BSE,CONTILI,Contil India Limited,contil-india-ltd,delayed_streaming_900,stock,['common'],23.2,100,1,false,0,INR,-1.2345679012345643,2638,0.5920506317750298,363437279,INR,13.663133097762072,1.698,60.26427560169889,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:CONTILI
INFONATIVE,BSE,INFONATIVE,Infonative Solutions Ltd.,infonative-solutions-limited,delayed_streaming_900,stock,['common'],30.3,100,1,false,0,INR,-1.1741682974559668,4800,0.375,363253548,INR,,,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:INFONATIVE
SRMCL,BSE,SRMCL,Sri Ramakrishna Mills Coimbatore Ltd.,sri-ramakrishna-mills-coimbat,delayed_streaming_900,stock,['common'],50.69,100,1,false,0,INR,-0.01972386587772212,82,0.0324829662494058,360899337,INR,,-3.1231,-120.85598279753715,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SRMCL
YURANUS,BSE,YURANUS,Yuranus Infrastructure Ltd.,yuranus-infrastructure-ltd,delayed_streaming_900,stock,['common'],105,100,5,false,0,INR,1.9912578921806672,707,0.3213928538958087,360324989,INR,,-2.608,-186.03285610608958,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:YURANUS
YARNPP,BSE,YARNPP,Yarn Syndicate Ltd TEMP,yarn-syndicate-ltd,delayed_streaming_900,stock,['common'],3.57,100,1,false,0,INR,-4.545454545454556,2474,0.5895529501477458,359527515,INR,,-0.3356,-149.12177985948477,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:YARNPP
GEMSPIN,BSE,GEMSPIN,Gem Spinners India Limited,gem-spinners-india-ltd,delayed_streaming_900,stock,['common'],5.85,100,1,false,0,INR,0,200,0.2777777777777778,359026159,INR,,-0.09,21.875,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:GEMSPIN
NIRMITEE,BSE,NIRMITEE,Nirmitee Robotics India Ltd,nirmitee-robotics-india-limite,delayed_streaming_900,stock,['common'],99,100,1,false,0,INR,-1,900,0.45454545454545486,356517606,INR,59.21406782702315,1.6719,,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:NIRMITEE
MARGOFIN,BSE,MARGOFIN,Margo Finance Limited,margo-finance-limited,delayed_streaming_900,stock,['common'],81,100,1,false,0,INR,3.8461538461538463,446,0.6485386069507052,356460013,INR,174.2685025817556,0.4648,-35.15625,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MARGOFIN
PRIMEURB,BSE,PRIMEURB,Prime Urban Development India Limited,prime-urban-development-india,delayed_streaming_900,stock,['common'],12.99,100,1,false,0,INR,-2.769461077844306,7890,1.105522005352464,355958493,INR,22.889867841409693,0.5675,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:PRIMEURB
INANI,BSE,INANI,Inani Marbles & Industries Ltd.,inani-marbles-and-industries-ltd,delayed_streaming_900,stock,['common'],19.7,100,1,false,0,INR,3.1953902566788863,5866,2.491399447865789,355074010,INR,316.2118780096308,0.0623,-96.26341990043782,0.209533787323206,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:INANI
GBLOGISTIC,BSE,GBLOGISTIC,GB Logistics Commerce Limited,gb-logistics-commerce-limited,delayed_streaming_900,stock,['common'],45,100,1,false,0,INR,3.998151143979655,16800,1.6666666666666667,354573764.96,INR,,,,0,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:GBLOGISTIC
RAVALSUGAR,BSE,RAVALSUGAR,Ravalgaon Sugar Farm Limited,the-ravalgaon-sugar-farm-limit,delayed_streaming_900,stock,['common'],1053.95,100,5,false,0,INR,1.1565409348305935,58,0.7611548556430446,354246012,INR,,-59.0765,-111.25487262170053,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:RAVALSUGAR
SPCAPIT,BSE,SPCAPIT,SP Capital Financing Ltd.,sp-capital-financing-ltd,delayed_streaming_900,stock,['common'],65.71,100,1,false,0,INR,11.751700680272103,25948,6.004396621543446,353517376,INR,14.290063719200573,4.5983,247.4085826533696,2.55102040816327,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SPCAPIT
SHREE,BSE,SHREE,Shree Marutinandan Tubes Ltd.,shree-marutinandan-tubes-limit,delayed_streaming_900,stock,['common'],105.2,100,1,false,0,INR,3.6453201970443376,5000,1.8867924528301887,351190000,INR,12.99375015439342,8.0962,-12.996475240715274,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:SHREE
B2BSOFT,BSE,B2BSOFT,B2B Software Technologies Limited,b2b-software-technologies-ltd,delayed_streaming_900,stock,['common'],31.37,100,1,false,0,INR,-1.8153364632237818,4509,0.4937041497864895,350983545,INR,15.906094716560187,1.9722,-24.008785111547798,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:B2BSOFT
RISHITECH,BSE,RISHITECH,Rishi Techtex Limited,rishi-techtex-ltd,delayed_streaming_900,stock,['common'],46.8,100,1,false,0,INR,-1.2449883941759938,752,0.19538049832419652,350259476,INR,13.50220709154381,3.4661,92.85038669114785,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:RISHITECH
SARTHAKIND,BSE,SARTHAKIND,Sarthak Industries Limited,sarthak-industries-ltd,delayed_streaming_900,stock,['common'],37.37,100,1,false,0,INR,-0.8490315733616352,1527,0.492453560371517,350207912,INR,9.282857639665151,4.0257,313.65598027127004,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SARTHAKIND
POLYSPIN,BSE,POLYSPIN,Polyspin Exports Limited,polyspin-exports-ltd,delayed_streaming_900,stock,['common'],35.01,100,1,false,0,INR,0,15,0.014575842969585076,350099983,INR,9.421420882669537,3.716,349.22630560928434,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:POLYSPIN
INDCEMCAP,BSE,INDCEMCAP,India Cements Capital Limited,india-cements-capital-ltd,delayed_streaming_900,stock,['common'],16.14,100,1,false,0,INR,0.18621973929237207,5089,1.7089223949763255,349686890,INR,90.92957746478874,0.1775,-70.19811954331766,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:INDCEMCAP
NIVAKA,BSE,NIVAKA,Nivaka Fashions Ltd.,nivaka-fashions-limited,delayed_streaming_900,stock,['common'],3.56,100,1,false,0,INR,4.70588235294118,1903,0.5765618372417136,349146000,INR,,-0.0707,-245.77319587628867,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:NIVAKA
GKB,BSE,GKB,Gkb Ophthalmics Limited,gkb-ophthalmics-ltd,delayed_streaming_900,stock,['common'],69.49,100,1,false,0,INR,0.34657039711190596,872,0.49573621375781696,349060184,INR,,-15.4929,-117.64581928523266,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:GKB
TYROON,BSE,TYROON,Tyroon Tea Company Limited,tyroon-tea-coltd,delayed_streaming_900,stock,['common'],103.4,100,5,false,0,INR,1.0258915486077298,186,0.14601978332548282,348204939,INR,33.95842227987783,3.0449,-69.64298176525129,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:TYROON
ALFAICA,BSE,ALFAICA,Alfa Ica (India) Limited,alfa-ica-india-ltd,delayed_streaming_900,stock,['common'],86,100,1,false,0,INR,0,26,0.23070097604259093,347439997,INR,22.946795453332623,3.7478,-15.071721543656096,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ALFAICA
PAOS,BSE,PAOS,PAOS Industries Limited,paos-industries-limited,delayed_streaming_900,stock,['common'],54.75,100,1,false,0,INR,-3.0973451327433628,1900,1.953125,344853401,INR,,-0.297,43.600455753892895,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:PAOS
INDIANVSH,BSE,INDIANVSH,Indianivesh Limited,indianivesh-ltd,delayed_streaming_900,stock,['common'],8.85,100,1,false,0,INR,-3.0668127053669343,1721,0.26358916236541025,344657504,INR,,-2.4762,-387.86328760753315,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:INDIANVSH
PIOTEX,BSE,PIOTEX,Piotex Industries Limited,piotex-industries-limited,delayed_streaming_900,stock,['common'],67.5,100,1,false,0,INR,-2.1029731689630204,18000,2.6785714285714284,344493000,INR,10.245124079836078,6.5885,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:PIOTEX
POPULARES,BSE,POPULARES,Popular Estate Management Limited,popular-estate-management-ltd,delayed_streaming_900,stock,['common'],25.64,100,1,false,0,INR,4.439918533604887,29,0.12277730736663844,343704906,INR,,-0.2064,45.7127827459232,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:POPULARES
GENUSPRIME,BSE,GENUSPRIME,Genus Prime Infra Ltd.,genus-prime-infra-limited,delayed_streaming_900,stock,['common'],22.01,100,1,false,0,INR,-4.30434782608695,8341,4.203285627897601,343308125,INR,,-0.0027,99.79741896758703,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:GENUSPRIME
INFORTEC,BSE,INFORTEC,Informed Technologies India Limited,informed-technologies-india-lt,delayed_streaming_900,stock,['common'],83,100,1,false,0,INR,1.2318575436028847,187,0.2071563088512241,341824523,INR,66.96788768759076,1.2394,-83.11444141689374,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:INFORTEC
SULABEN,BSE,SULABEN,Sulabh Engineers & Services Ltd.,sulabh-engineers-and-services-lt,delayed_streaming_900,stock,['common'],3.36,100,1,false,0,INR,-1.176470588235295,10731,0.2247292191963276,341615004,INR,16.766467065868262,0.2004,60.963855421686745,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SULABEN
GUJTERC,BSE,GUJTERC,Gujarat Terce Laboratories Limited,gujarat-terce-laboratories-ltd,delayed_streaming_900,stock,['common'],45.85,100,1,false,0,INR,-0.10893246187363215,643,0.16958987208228934,340591782,INR,,-1.2731,-164.11986905061698,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:GUJTERC
KANCOTEA,BSE,KANCOTEA,Kanco Tea & Industries Ltd.,kanco-tea-and-industries-limited,delayed_streaming_900,stock,['common'],64,100,1,false,0,INR,-3.294046539740113,226,0.35076827564798846,339028696,INR,,-13.84,29.802137382897886,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:KANCOTEA
SVARTCORP,BSE,SVARTCORP,Swasti Vinayaka Art & Heritage Corp. Ltd.,swasti-vinayaka-art-and-herita,delayed_streaming_900,stock,['common'],3.88,100,1,false,0,INR,3.1914893617021307,82933,0.399311089305131,338399999,INR,9.456495247379966,0.4103,124.20765027322405,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SVARTCORP
INVIGO,BSE,INVIGO,Invigorated Business Consulting Ltd,invigorated-business-consultin,delayed_streaming_900,stock,['common'],7.79,100,1,false,0,INR,-4.999999999999991,576,0.2749928387281581,330049992,INR,,-0.049,-265.67164179104475,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:INVIGO
RAJKSYN,BSE,RAJKSYN,Rajkamal Synthetics Limited,rajkamal-synthetics-ltd,delayed_streaming_900,stock,['common'],51.89,100,1,false,0,INR,4.196787148594384,1,0.0005582226191805292,328779607,INR,263.1338742393509,0.1972,-45.55494202098289,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:RAJKSYN
NLFL,BSE,NLFL,Nalin Lease Finance Limited,nalin-lease-finance-ltd,delayed_streaming_900,stock,['common'],50,100,1,false,0,INR,0,1487,0.8557288369684065,327909017,INR,10.276647346569655,4.8654,-26.367722505561698,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NLFL
