symbol,exchange,name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,free_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector_tr,market,sector,AnalystRating,AnalystRating_tr,exchange_field,full_symbol
ALTIUSINVIT,BSE,ALTIUSINVIT,Altius Telecom Infrastructure Trust,altius-telecom-infrastructure,delayed_streaming_900,stock,['common'],148,100,1,false,0,INR,4.225352112676056,25000,0.15625,432730800000,INR,53.15328257434276,2.7844,28.698867575687554,7.69056338028169,Miscellaneous,india,Miscellaneous,Neutral,Neutral,BSE,BSE:ALTIUSINVIT
ELITECON,BSE,ELITECON,Elitecon International Ltd.,elitecon-international-limited,delayed_streaming_900,stock,['common'],174.85,100,5,false,0,INR,-4.998641673458308,174944,0.2819620915197013,294203925000,INR,9.17515440601567,19.0569,94.49388663223857,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ELITECON
NSDL,BSE,NSDL,National Securities Depository Limited,national-securities-depository,delayed_streaming_900,stock,['common'],1200.1,100,5,false,0,INR,-0.20788292033926495,399778,0.3647339266470404,240520000000,INR,67.6257452299647,17.7462,19.901895869086406,0.166306336271412,Finance,india,Finance,Sell,Sell,BSE,BSE:NSDL
RRP,BSE,RRP,RRP Semiconductor Ltd,gdtrading-and-agencies-ltd,delayed_streaming_900,stock,['common'],7473.6,100,5,false,0,INR,1.9994267854949435,7,0.018528321863419798,99824408768,INR,1642.0802847538066,4.5513,8.10688836104514,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:RRP
KAMAHOLD,BSE,KAMAHOLD,Kama Holdings Limited,kama-holdings-limited,delayed_streaming_900,stock,['common'],2920,100,5,false,0,INR,-0.8892811078677558,2818,0.7801771871539316,94545242712,INR,12.886603625284046,226.5919,-10.84513647949246,1.22191297264273,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:KAMAHOLD
BENGALASM,BSE,BENGALASM,Bengal & Assam Co. Ltd.,bengal-and-assam-company-ltd,delayed_streaming_900,stock,['common'],7749,100,5,false,0,INR,0.519526005487131,534,0.4006903279057552,87912090910,INR,11.973731034059695,647.1667,-80.97251000707247,0.648596760907776,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:BENGALASM
KIRLFER,BSE,KIRLFER,Kirloskar Ferrous Industries Ltd.,kirloskar-ferrous-ind-ltd,delayed_streaming_900,stock,['common'],536.85,100,5,false,0,INR,1.2160633484162984,16272,0.36690958943646723,87377601153,INR,27.816062176165804,19.3,22.945598165371386,1.0369532428356,Non-energy minerals,india,Non-Energy Minerals,StrongBuy,Strong buy,BSE,BSE:KIRLFER
ELANTAS,BSE,ELANTAS,ELANTAS Beck India Limited,elantas-beck-india-ltd,delayed_streaming_900,stock,['common'],10030,100,5,false,0,INR,-1.8360476041340466,1003,1.310254735467015,81001879719,INR,59.80126661825328,167.7222,-11.697830697078897,0.073402756028813,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ELANTAS
KOVAI,BSE,KOVAI,Kovai Medical Center & Hospital Ltd.,kovai-medical-center-and-hospita,delayed_streaming_900,stock,['common'],6334.7,100,5,false,0,INR,1.2782285463048053,2751,0.6301683655938609,68441111342,INR,31.44748691156657,201.4374,13.36323526101343,0.159878492345817,Health services,india,Health Services,Neutral,Neutral,BSE,BSE:KOVAI
CIANAGRO,BSE,CIANAGRO,CIAN Agro Industries & Infrastructure Limited,cian-agro-ind-and-infra-ltd,delayed_streaming_900,stock,['common'],2342.05,100,5,false,0,INR,4.9987671202169865,17816,0.16997242813665722,62423944063,INR,70.26810520188899,33.3302,2095.8100006588047,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:CIANAGRO
ASMTEC,BSE,ASMTEC,ASM Technologies Ltd,asm-technologies-ltd,delayed_streaming_900,stock,['common'],4146,100,5,false,0,INR,0.9053738317756965,10558,0.3736009426718236,57683031120,INR,135.0009280092736,30.7109,,0.0973520249221184,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:ASMTEC
ENERGYINF,BSE,ENERGYINF,Energy Infrastructure Trust,india-infrastructure-trust,delayed_streaming_900,stock,['common'],84.25,100,1,false,0,INR,0.5970149253731344,325000,0.012945628360884287,55610000000,INR,,,,4.86567164179105,Miscellaneous,india,Miscellaneous,Neutral,Neutral,BSE,BSE:ENERGYINF
KOTIC,BSE,KOTIC,Kothari Industrial Corp. Ltd.,kothari-industrial,delayed_streaming_900,stock,['common'],525.6,100,5,false,0,INR,-4.997740623587886,19254,1.8404274639876883,51857843107.5,INR,,-2.4149,-108.28368064488465,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:KOTIC
SHILCTECH,BSE,SHILCTECH,Shilchar Technologies Limited,shilchar-technologies-ltd,delayed_streaming_900,stock,['common'],4496.85,100,5,false,0,INR,0.6175532807518122,9266,0.39752032433128137,51129113189,INR,31.298917064499364,143.6743,65.21313662132171,0.279688985847737,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SHILCTECH
HAWKINCOOK,BSE,HAWKINCOOK,Hawkins Cookers Limited,hawkins-cookers-ltd,delayed_streaming_900,stock,['common'],8751,100,5,false,0,INR,-0.35412942234773415,166,0.26856495712667744,46438118871,INR,40.0360512036893,218.578,1.3059869243725235,1.4802837590098,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:HAWKINCOOK
KENNAMET,BSE,KENNAMET,Kennametal India Limited,kennametal-india-l,delayed_streaming_900,stock,['common'],2080,100,5,false,0,INR,-0.32824592088554083,597,0.17001281503630927,45865294308,INR,44.4466287873122,46.7977,-7.0044214814446795,1.91676450152143,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:KENNAMET
TANFACIND,BSE,TANFACIND,TANFAC Industries Limited,tanfac-industries-ltd,delayed_streaming_900,stock,['common'],4563,100,5,false,0,INR,-0.05256932579838867,2763,0.37755185701401983,45539865767,INR,47.3113017295635,96.4463,111.83673559037616,0.197134971743987,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:TANFACIND
NIRLON,BSE,NIRLON,Nirlon Limited,nirlon-ltd,delayed_streaming_900,stock,['common'],509.75,100,5,false,0,INR,2.092930102142998,10438,0.6596851359123285,44995937267,INR,20.260575444063324,25.1597,10.275077360028755,5.2072902062888,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NIRLON
WPIL,BSE,WPIL,WPIL Limited,wpil-ltd,delayed_streaming_900,stock,['common'],451.35,100,5,false,0,INR,-0.496031746031746,33286,0.4763267630787371,44303475138,INR,38.09793113926615,11.8471,,0.440917107583774,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:WPIL
BONDADA,BSE,BONDADA,Bondada Engineering Limited,bondada-engineering-limited,delayed_streaming_900,stock,['common'],383.2,100,5,false,0,INR,-0.28623471246422655,72200,0.44956413449564137,42885374364,INR,37.27626459143969,10.28,148.24921516541895,0.0260213374967473,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:BONDADA
INA,BSE,INA,Insolation Energy Ltd.,insolation-energy-limited,delayed_streaming_900,stock,['common'],179.95,100,5,false,0,INR,0.36252091466814124,486000,1.1747643219724437,39507499900,INR,30.236582988876567,5.9514,123.49318412257311,0.0557724484104852,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:INA
GRAUWEIL,BSE,GRAUWEIL,Grauer & Weil India Ltd.,grauer-and-weil-india-ltd,delayed_streaming_900,stock,['common'],86.03,100,1,false,0,INR,-0.08130081300812217,192926,0.9816393559400475,39038729374,INR,24.81682340045001,3.4666,7.4514909181079965,0.580720092915215,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:GRAUWEIL
SPICEJET,BSE,SPICEJET,SpiceJet Limited,spicejet,delayed_streaming_900,stock,['common'],29.64,100,1,false,0,INR,1.194947080914993,2501848,0.30433315113999093,37549448658,INR,,-4.2845,47.83715012722645,0,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:SPICEJET
BNAGROCHEM,BSE,BNAGROCHEM,BN Agrochem Ltd,bn-limited,delayed_streaming_900,stock,['common'],379,100,5,false,0,INR,0.05279831045406246,1555,0.06201395812562313,37036386191,INR,,,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:BNAGROCHEM
TIMEX,BSE,TIMEX,Timex Group India Limited,timex-india-ltd,delayed_streaming_900,stock,['common'],363.5,100,5,false,0,INR,1.1548629469876102,48365,0.41275798974527034,36276382020,INR,90.59867404416529,4.0122,163.73496351804374,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:TIMEX
NATIONSTD,BSE,NATIONSTD,National Standard (India) Ltd.,national-standard-india-ltd,delayed_streaming_900,stock,['common'],1740,100,5,false,0,INR,-1.722677209827732,170,0.9815242494226328,35410000000,INR,301.4709704246582,5.7717,-20.848875479978055,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NATIONSTD
TECHNVISN,BSE,TECHNVISN,TechNVision Ventures Ltd.,technvision-ventures-limited,delayed_streaming_900,stock,['common'],4950,100,5,false,0,INR,-1,56,0.29994643813604716,31375000477,INR,,-3.2147,-108.95250136458321,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:TECHNVISN
CPML,BSE,CPML,City Pulse Multiventures Ltd,city-pulse-multiplex-limited,delayed_streaming_900,stock,['common'],2918.9,100,5,false,0,INR,0,200,0.05235602094240838,31127244696,INR,1892.6857735702245,1.5422,62.422327540810954,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:CPML
JAYKAY,BSE,JAYKAY,Jaykay Enterprises Limited,jaykay-enterprises-ltd,delayed_streaming_900,stock,['common'],234,100,5,false,0,INR,-0.8894536213468844,452103,0.47804512246533876,30760776511,INR,125.52974625824794,1.8641,51.159584819980545,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:JAYKAY
MARSONS,BSE,MARSONS,Marsons Limited,marsons-limited,delayed_streaming_900,stock,['common'],176.4,100,5,false,0,INR,-1.204144497339684,14281,0.17919186114356053,30728456615,INR,98.52546916890081,1.7904,371.7786561264822,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:MARSONS
COCKERILL,BSE,COCKERILL,John Cockerill India Limited,john-cockerill-india-limited,delayed_streaming_900,stock,['common'],6487.95,100,5,false,0,INR,7.469769753188666,75164,1.2044393309596222,29809575905,INR,,-16.1987,-138.28411932368746,0.115951631605102,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:COCKERILL
MIDWEST,BSE,MIDWEST,Midwest Gold Limited,midwest-gold-ltd,delayed_streaming_900,stock,['common'],2616.6,100,5,false,0,INR,-2.0000000000000036,462,0.15297000198662342,29498015757,INR,,-13.8382,-87.9960330937793,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:MIDWEST
META,BSE,META,String metaverse limited,string-metaverse-limited,delayed_streaming_900,stock,['common'],247.9,100,5,false,0,INR,2.2268041237113425,15963,0.37684491827118294,28234760000,INR,66.35971839280457,3.7357,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:META
KLBRENG_B,BSE,KLBRENG_B,Kilburn Engineering Ltd,kilburn-engineering-ltd,delayed_streaming_900,stock,['common'],569.8,100,5,false,0,INR,-0.8526187576126834,28311,0.3080919433156964,28182059241,INR,36.68696962282859,15.5314,13.301721622410268,0.348007656168436,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:KLBRENG_B
SPICELOUNG,BSE,SPICELOUNG,Spice Lounge Food Works Ltd,shalimar-agencies-limited,delayed_streaming_900,stock,['common'],39.15,100,1,false,0,INR,-1.9779669504256365,7440,0.30052834822510543,27843092620,INR,543.75,0.072,,0,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:SPICELOUNG
CEINSYSTECH,BSE,CEINSYSTECH,Ceinsys Tech Ltd,ceinsys-tech-limited,delayed_streaming_900,stock,['common'],1584,100,5,false,0,INR,2.8771838669870724,21611,0.5658040800938339,27470012347,INR,35.52366001345593,44.59,88.871051773287,0.227317009807105,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:CEINSYSTECH
RIR,BSE,RIR,RIR Power Electronics Limited,rir-power-electronics-limited,delayed_streaming_900,stock,['common'],352,100,5,false,0,INR,-1.3591144738685785,436986,0.5432490441556278,27383688588,INR,388.5209713024282,0.906,-23.986911653662215,0.056045957685302,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:RIR
BGDL,BSE,BGDL,Bharat Global Developers Ltd,kkrrafton-developers-limited,delayed_streaming_900,stock,['common'],250.9,100,5,false,0,INR,-4.998106777735712,3146,0.1133228151318017,26742660391,INR,170.27485578554462,1.4735,-92.45836361589092,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:BGDL
RAJESH,BSE,RAJESH,Rajesh Power Services Limited,rajesh-power-services-limited,delayed_streaming_900,stock,['common'],1475,100,5,false,0,INR,-0.4824073136996991,12000,0.1890359168241966,26689657534.95,INR,28.331767883107926,52.0617,,0.0674695543635934,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:RAJESH
KPGEL,BSE,KPGEL,KP Green Engineering Limited,kp-green-engineering-limited,delayed_streaming_900,stock,['common'],549.4,100,5,false,0,INR,4.997611084567602,63250,1.0909874946097455,26162500000,INR,37.3782180373374,14.6984,107.23278864184303,0.0764452938365982,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:KPGEL
COLAB,BSE,COLAB,Colab Platforms Limited,colab-platforms-limited,delayed_streaming_900,stock,['common'],130.15,100,5,false,0,INR,1.9984326018808867,818672,0.5291947470954702,26030400000,INR,734.4808126410836,0.1772,79.17087967644085,0.0117554858934169,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:COLAB
ELCIDIN,BSE,ELCIDIN,Elcid Investments Ltd.,elcid-investments-ltd,delayed_streaming_900,stock,['common'],130500,100,5,false,0,INR,0.42343290387245835,66,1.32,25989950000,INR,29.769950143888092,4383.615,-59.084252400651124,0.0192382055371403,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ELCIDIN
SIKA,BSE,SIKA,Sika Interplant Systems Limited,sika-interplant-systems-ltd,delayed_streaming_900,stock,['common'],1230.55,100,5,false,0,INR,3.9184224971498427,36018,0.6196037549866078,25105015854,INR,82.55178983523855,14.9064,49.92456701466416,0.202677025714648,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:SIKA
WELSPLSOL,BSE,WELSPLSOL,Welspun Specialty Solutions Limited,welspun,delayed_streaming_900,stock,['common'],37.62,100,1,false,0,INR,3.15327666575267,193885,0.3924132692497243,24165440397,INR,,-0.1345,-114.19674899725565,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:WELSPLSOL
LSIND,BSE,LSIND,LS Industries Limited,ls-industries-ltd,delayed_streaming_900,stock,['common'],27.9,100,1,false,0,INR,0.035855145213330976,4566,0.45768012509522477,23673552036,INR,1460.7329842931938,0.0191,,0,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:LSIND
DRAGARWQ,BSE,DRAGARWQ,Dr. Agarwal'S Eye Hospital Limited,dragarwals-eye-hospital-ltd,delayed_streaming_900,stock,['common'],4890,100,5,false,0,INR,-1.5264408554512905,520,0.35235126710936443,23339258135,INR,39.76298334589649,122.9787,18.127896075553483,0.120826452938097,Health services,india,Health Services,Neutral,Neutral,BSE,BSE:DRAGARWQ
GHVINFRA,BSE,GHVINFRA,GHV Infra Projects Ltd.,,delayed_streaming_900,stock,['common'],311.2,100,5,false,0,INR,-1.9996850889623754,9832,0.44659647337772646,22887414401,INR,45.19248921740898,6.8861,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:GHVINFRA
GOODYEAR,BSE,GOODYEAR,Goodyear India Limited,goodyear-tire-and-rubber,delayed_streaming_900,stock,['common'],980,100,5,false,0,INR,-0.015303780033665997,3909,0.14882074124835817,22608637732,INR,51.14288696378249,19.162,-45.17482997673893,2.43840228536448,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:GOODYEAR
DECNGOLD,BSE,DECNGOLD,Deccan Gold Mines Limited,deccan-gold-mines-ltd,delayed_streaming_900,stock,['common'],143.5,100,5,false,0,INR,0.7017543859649122,337287,0.4246803568510139,22459970856,INR,,-6.4939,-285.48616882345954,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:DECNGOLD
GRANDOAK,BSE,GRANDOAK,Grand Oak Canyons Distillery Ltd,pacheli-industrial-finance-lim,delayed_streaming_900,stock,['common'],41.02,100,1,false,0,INR,-4.980310400741252,3936,0.2017716535433071,22400201684,INR,,-12.6124,-16717.127799736496,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:GRANDOAK
AFCOM,BSE,AFCOM,Afcom Holdings Limited,afcom-limited,delayed_streaming_900,stock,['common'],877,100,5,false,0,INR,-0.28425241614553726,70320,0.6456588805641251,21862350811,INR,41.088638077970025,21.3441,,0,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:AFCOM
TCC,BSE,TCC,TCC Concept Ltd,tcc-concept-limited,delayed_streaming_900,stock,['common'],562.95,100,5,false,0,INR,-0.1419068736141826,13960,0.27634261733673815,20110376520,INR,43.57063248815826,12.9204,-7.764793226775936,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:TCC
DISAQ,BSE,DISAQ,DISA India Limited,disa-india-ltd,delayed_streaming_900,stock,['common'],13560,100,5,false,0,INR,-1.0218978102189782,7,0.05021520803443329,19922607362,INR,40.85150688133993,331.9339,13.817485435661453,1.45985401459854,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:DISAQ
ADVAIT,BSE,ADVAIT,Advait Energy Transitions Ltd,advait-infratech-limited,delayed_streaming_900,stock,['common'],1782.15,100,5,false,0,INR,-0.5385645719388248,11700,0.44201817185817605,19583905162,INR,56.69714438421013,31.4328,23.885308897428324,0.0976671503516017,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ADVAIT
ALGOQUANT,BSE,ALGOQUANT,Algoquant Fintech Limited,,delayed_streaming_900,stock,['common'],66.83,100,1,false,0,INR,-0.40238450074515064,36506,0.759309370833584,18861543776,INR,161.42512077294685,0.414,-18.391484328799525,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ALGOQUANT
CROPSTER,BSE,CROPSTER,Cropster Agro Ltd,cropster-agro-limited,delayed_streaming_900,stock,['common'],21.24,100,1,false,0,INR,-2.880658436214003,34962,0.05767589026700793,18370800705,INR,129.90825688073394,0.1635,-6.678082191780815,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:CROPSTER
KESAR,BSE,KESAR,Kesar India Ltd.,kesar-india-limited,delayed_streaming_900,stock,['common'],733.9,100,5,false,0,INR,4.84285714285714,400,0.07547169811320754,18136723920,INR,93.67541004531239,7.8345,78.68220590247687,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:KESAR
SYSTMTXC,BSE,SYSTMTXC,Systematix Corporate Services Limited,systematix-corporate-services,delayed_streaming_900,stock,['common'],131.4,100,5,false,0,INR,-0.8301886792452787,77764,1.1727553507226793,18091286278,INR,32.25173040106033,4.0742,4.3890440441722935,0.0754716981132076,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SYSTMTXC
FRONTSP,BSE,FRONTSP,Frontier Springs Limited.,frontier-springs-ltd,delayed_streaming_900,stock,['common'],4558.05,100,5,false,0,INR,-0.5009823182711158,1256,0.24579256360078278,18042318409,INR,42.45868288238944,107.3526,133.47266685225134,0.0392927308447937,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:FRONTSP
SEIL,BSE,SEIL,Shanti Educational Initiatives Ltd.,shanti-educational-initiatives,delayed_streaming_900,stock,['common'],110,100,5,false,0,INR,0.045475216007273445,120030,0.15694401767793983,17701949509,INR,250.7979936160511,0.4386,93.47154830172032,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:SEIL
HARAFIN,BSE,HARAFIN,Haryana Financial Corp. Ltd.,haryana-financial,delayed_streaming_900,stock,['common'],84.74,100,1,false,0,INR,4.993185478874986,600,3.5294117647058822,17596946638,INR,,-0.0984,-107.5849841979496,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:HARAFIN
BLIL,BSE,BLIL,Balmer Lawrie Investments Limited,balmer-lawrie-investments-ltd,delayed_streaming_900,stock,['common'],78.53,100,1,false,0,INR,-0.17795856107792116,68781,0.640345062581229,17462590862,INR,9.955628803245437,7.888,1.6088933544589175,5.46587009025041,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:BLIL
SANSTAR,BSE,SANSTAR,Sanstar Limited,sanstar-ltd,delayed_streaming_900,stock,['common'],95.55,100,1,false,0,INR,0.30442998110433767,6488,0.29858439335088266,17360587255,INR,63.75100080064051,1.4988,,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:SANSTAR
CNCRD,BSE,CNCRD,Concord Control Systems Limited,concord-control-systems-limite,delayed_streaming_900,stock,['common'],2716.4,100,5,false,0,INR,1.9995118562604435,5125,0.624048706240487,16779102006.8,INR,74.10377911814211,36.6567,66.83673469387756,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:CNCRD
LUCENT,BSE,LUCENT,Lucent Industries Limited,lucent-industries-limited,delayed_streaming_900,stock,['common'],1101,100,5,false,0,INR,-0.013622122326666751,19193,1.1796558082360171,16517250000,INR,759.2579822081236,1.4501,,0,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:LUCENT
FINKURVE,BSE,FINKURVE,Finkurve Financial Services Ltd.,finkurve-financial-services-lt,delayed_streaming_900,stock,['common'],125.45,100,5,false,0,INR,9.9956159579132,26709,1.2535905378766545,15969189681,INR,89.2184055188109,1.4061,-3.8103707757559233,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:FINKURVE
SHUKRAPHAR,BSE,SHUKRAPHAR,Shukra Pharmaceuticals Ltd.,shukra-pharmaceuticals-limited,delayed_streaming_900,stock,['common'],34.45,100,1,false,0,INR,-1.991465149359874,90604,0.7288887029652298,15391446850,INR,149.06966681090438,0.2311,-45.58511890746409,0.0284495021337127,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:SHUKRAPHAR
AMIC,BSE,AMIC,Amic Forging Limited,amic-forging-limited,delayed_streaming_900,stock,['common'],1443,100,5,false,0,INR,-0.20401811957536883,3000,0.2170767004341534,15165716439.5,INR,42.56473940527354,33.9013,157.483442702637,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:AMIC
ELPROINTL,BSE,ELPROINTL,Elpro International Ltd,elpro-international-ltd,delayed_streaming_900,stock,['common'],87.66,100,1,false,0,INR,-0.6347766946270713,59717,1.3549934425187933,14951450047,INR,15.994890977100628,5.4805,-18.188060726387913,0.793470868283836,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:ELPROINTL
JYOTIRES,BSE,JYOTIRES,Jyoti Resins & Adhesives Ltd.,jyoti-resins-and-adhesives-ltd,delayed_streaming_900,stock,['common'],1224.75,100,5,false,0,INR,-0.9943009579240899,5757,0.8420729299223306,14844600586,INR,20.268928423665702,60.425,3.3642784685835814,0.727537286285922,Process industries,india,Process Industries,StrongBuy,Strong buy,BSE,BSE:JYOTIRES
KHAZANCHI,BSE,KHAZANCHI,Khazanchi Jewellers Ltd.,khazanchi-jewellers-limited,delayed_streaming_900,stock,['common'],592,100,5,false,0,INR,0.3389830508474576,30500,0.9959183673469387,14600671000,INR,28.80274015257668,20.5536,,0.169491525423729,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:KHAZANCHI
INDOKEM,BSE,INDOKEM,Indokem Limited,indokem-ltd,delayed_streaming_900,stock,['common'],528.1,100,5,false,0,INR,1.9990342829550984,4492,0.46956012711155715,14548176754,INR,280.531208499336,1.8825,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:INDOKEM
VOEPL,BSE,VOEPL,Virtuoso Optoelectronics Limited,virtuoso-optoelectronics-limit,delayed_streaming_900,stock,['common'],484.25,100,5,false,0,INR,-1.5451865406119798,14250,0.946843853820598,14504044638.6,INR,98.22515212981745,4.93,34.46065730260465,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:VOEPL
ZSARACOM,BSE,ZSARACOM,Saraswati Commercial (India) Ltd.,saraswati-commercial-india-l,delayed_streaming_900,stock,['common'],13549,100,5,false,0,INR,5.0656223949750885,45,0.5338078291814947,14132812909,INR,60.179102674458996,225.1446,-82.42418565001627,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ZSARACOM
LOTUSCHO,BSE,LOTUSCHO,Lotus Chocolate Co. Ltd.,lotus-chocolate-coltd,delayed_streaming_900,stock,['common'],1207.95,100,5,false,0,INR,9.998634066384367,14462,4.909029192124915,14101398486,INR,116.14345464160378,10.4005,24.457022508885075,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:LOTUSCHO
PQIF,BSE,PQIF,Polo Queen Industrial and Fintech Ltd,polo-queen-industrial-and-fint,delayed_streaming_900,stock,['common'],41.85,100,1,false,0,INR,0,45845,1.3645238676341902,14051136988,INR,521.1706102117062,0.0803,-11.951754385964918,0,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:PQIF
ASHIKA,BSE,ASHIKA,Ashika Credit Capital Limited,ashika-credit-capital-ltd,delayed_streaming_900,stock,['common'],356,100,5,false,0,INR,-0.32199356012879105,65194,4.569566131632438,13639723992,INR,,-7.2555,-141.20125611161905,0,Miscellaneous,india,Miscellaneous,Neutral,Neutral,BSE,BSE:ASHIKA
ULTRAMAR,BSE,ULTRAMAR,Ultramarine & Pigments Limited,ultramarine-and-pigments-ltd,delayed_streaming_900,stock,['common'],460,100,5,false,0,INR,-0.3142268934879161,7994,0.27654966754537086,13474340709,INR,17.069532369028448,26.9486,36.61462029808375,1.30024921443277,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ULTRAMAR
CFF,BSE,CFF,CFF Fluid Control Limited,cff-fluid-control-limited,delayed_streaming_900,stock,['common'],641.8,100,5,false,0,INR,1.8164511779170196,18400,0.666183924692252,13221023935,INR,52.40381474949376,12.2472,42.498778302655154,0.15864202427223,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:CFF
AAYUSHBULL,BSE,AAYUSHBULL,Aayush Art & Bullion Ltd,akm-creations-limited,delayed_streaming_900,stock,['common'],1000.45,100,5,false,0,INR,0.055005500550061835,37250,0.8504566210045662,13010873707,INR,821.9949059239175,1.2171,350.77777777777777,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:AAYUSHBULL
YASHHV,BSE,YASHHV,Yash Highvoltage Limited,yash-highvoltage-limited,delayed_streaming_900,stock,['common'],462,100,5,false,0,INR,2.89532293986637,25000,0.5387931034482759,12819510599,INR,61.61643104827954,7.498,,0.22271714922049,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:YASHHV
ANDREWYU,BSE,ANDREWYU,Andrew Yule & Co. Ltd.,andrew-yule-and-company-ltd,delayed_streaming_900,stock,['common'],26.39,100,1,false,0,INR,0.840657241115777,146479,1.6704432840263341,12795846615,INR,64.61802154750245,0.4084,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ANDREWYU
